Name,Tier,Points,PUUID
SnuggieX#NA1,MASTER,18,eeyrxp6jJnFREjTFI2T8wSHarktEqoFoi8crHNS547vb_APnpuq5IxS4puHfhDg2VhadXFTAo6oJgg
akuma#2210,MASTER,18,zkXeBe9dBJJZZyUcLETBvL5yrhknnSoe82NoUpLY78e7a_D6i2JvN2mUrrV0md3J40nb22E0krXusA
Somali Bandit#SOS,MASTER,18,G2_PTHrxbKAB4iKkUahf8PYbRj0ftQ28Dgslsg_okmdFSH-77hedRdVmvKCLztz1gWyYnPtcHo-SCQ
我的手和脚打架我会因为手赢而打脚#1998,MASTER,18,FlJEXHvC5VVrRNK4pmivm4GAOM5Vs5i3BcLoVf68qr7vK_S2KwaTCvsA4b9Sv6hStFF2j2hYyETGYg
恶魔波蛋#CN1,MASTER,18,8oOMfjNxRY-fNA07TcLKh4JfeHixw4fFtkT1RB9bJEiaIxJnOBC0K8VdMfhgYAIr79dSJGAi8jWEDw
NA LongKaiDuan#NA1,MASTER,18,01Aug4minCirRkGJotQQKtnkNSF4IDRnX2AqY2V4fSmUT52Jz62YosOaMwnAQTiP0XbMNOF1Fs5yPQ
OTTO#NA111,MASTER,18,1Yz8D3Ok2_6aklpAhMUuCdkakZnOJ6vtj5ewGLKx91S-OB8f_9V2QGdyoCy-Q8CRrtb_McI_Dzkgag
Haruhi#baby,MASTER,18,5UeWFoRUxoMTTiyj3bY4H3r1_3l4q9Tr6c_bupSbsiFtgpFNKCFbLEIRn3GK-dqaQi4sVWRCKPrBMw
10licks1pertoe#GRGAS,MASTER,18,DDzX40DI96Uk72QLu1PK7mdUvXDN4TqQ5Ch9DPk1iYtk2YQUlTN1bW2ND4HDuUKXlDQmVb_Xt2CrUQ
Tokigawa#Toki,MASTER,18,XiuS_FuFrleaTmNyz4O9R4ene9L42iYQjjtAD1A_MxwTkWoMDgqk8tYNp0-opDs4X94ScUsDzD4KAw
Aatrox#NA1,MASTER,18,TwbCCK3stQ8Uay4E0E6Gygp7qB1iWyrJxFz7utEeg0z5sVnAa_ThN_ZvGd-bHzQyS57joir0piJMZw
Decimate#DUNK,MASTER,18,DPGG2y5DqWS39MM8VkTnsH8t7RwMsotdiKyujFfa6jnv1qG4Aed9FORKuRbwYp97UsQAuiDJKM2qTw
Friendly Player#Hands,MASTER,18,-8LxD4RlM66LVswZwgd1JNvPLB9DzZdTgcrP2UDMz9Zmo4qNNsbIXMnAHDk3BERPev3tXN56HFODkg
se1katsu#NA1,MASTER,18,YsgY6rE0wX4JC-3-upwjUz8C7Nngo_RgK6P80rh071esyfgDdKSrOrQiJm1U_QqlbmLp2YRWFDrWjw
music to my ears#sona,MASTER,18,DCaQ5HlkhecUJB4oZJm6Z2OiFg_LMEOq5PHMesF2Nd7vh8-xSxsLookfOKORADTs5tLREEF6KfZqrg
SUPERSOAKER66#NA1,MASTER,18,P1D97QnKGHbfz16iferb7QhqsXh6M5ba1Kwmw_RAtVCjs6iEMkU4laeauHncC2MkLyVAHRL6xrL8fA
Borria#NA1,MASTER,18,H4liIOeCt9g4yOir3MLLTA5qnpwau_bFEw6Bn78A-715kRcK4v8NYYXnTMAlS3skDc2WT2qmR4lOCg
旧 梦#0w0,MASTER,18,yQx2hbrDGhO5TtuIzvekZSyegadB378FsUFw56_OhW7xxQBrwrRoeZvjrlCWYxT47DCjopnW82xg6g
Rixi#NA1,MASTER,18,2nXxiRYOz6X73ksz7Jb_VBQAO0SX_t7r7lbBU8AnKnGxphQNLo4fwEKqUfM7Sxg6ueDco4JsxsgYsg
DontBanYasuoPlz#NA1,MASTER,18,2aTVzSVp5QVICq6G2UpEIM6PgrBsR2Xnps6mzpnsDPK_PzyLKfIRhU-Ja3J6Ew9hyZtUyO7jBqyAvg
key lime#NA1,MASTER,18,90GNiCDgEVi6H4HhY8WW8V-We-w9kZ3iaZwXjsFaty0lF9p_oPm6pNmHPI0I6zPKi13Z1j7n8gqtJg
UpDog 3000#3000,MASTER,18,BNxACOdU3GZfluR_fPyThoLsXgKq6hm9jlon5INHREzxD4l706YGYbn5229sPy5qZFXAL8eRVSP3WQ
Krozoid#swag,MASTER,18,Da-UEw1gSV9bNaeKAajBkSOcEdqjxQ18MqxleMmyzpEM77vAdv3UqYp92Ud-NErK8Gj6CComFTaMxA
ShredMan3#NA1,MASTER,18,U7LBfvJZIjbXtcel82oxR1OBccq2DTwgMPOWgw_w452Y9NpHzL9KAWBiBYmYT4qdRP2hpQZ4eoDS_w
fireflanz#NA1,MASTER,18,rXE9BJVAjElUZE_Hc1tdBOeFgjQiFoVEZov68nNw_LTE2ZYfid4jVuZd6CSmLCD66lDv5eyv4htS_Q
rïkka#NA1,MASTER,18,VV2MbFaoVmMXrOPVlkZV3zySq9dohuYQ9D335WAs28ASP3_gtPfINFj9JhOQYK8IMjDrlcB8PhT8NQ
Cats Love Me#Meow,MASTER,18,yef9-GPcL2xBSmfFGGwavPnCSh1x7ESePKz95yfxPX083uHEjnfbonAqCEEC8UdKpHbVwrftUSI0JA
Alina Clover#C35,MASTER,18,MUWDmVh5uJ8MRic80QLbZv5llDagTBxA2Ko9uk3GKRfzR4VxiDp3waGdKC6Ue4zXWaQG6_1QYR3ivg
천리마군 조선로동당 림창식#KR369,MASTER,18,ubE72VNAfhA1RZLU2b6rOlcK1sgL50dKe9HUkQi26pCgr-UHwv9HmAoBHlTLi23Iga6ui7MnXv_xUw
Deadshot#YMZ,MASTER,18,l_EDlT0pluun0bYw3s0EK40MXgnyK8wYRumccxb02mJx_kNMfqim48qzeKN9RfkveC2VfHnGJcWy2Q
Cheers#711,MASTER,18,frRTa-ml_zY8uZpcK1heCzG0KBG5cPTjJHV_-O3D3cLaIafwCceVOTXof-221Vy1io9amLQaQPxbxw
十一月的萧邦#1106,MASTER,18,JZMVg-3glpyeBIrGtq28BvvKeA-FnapLMDclFIaDCOQtKb4w1KrGE08lJP4QttnTzyZE8m0BJVtkow
fredPls#lolo,MASTER,18,0t88rfp9_FeeW0zYMykJ8Aw8cBW8bKYbfZSi6ZD_bdXgPS8g_c5Qk01L_EqAKXsCgQuzw_99AsRi0g
느린심장박동#Aye,MASTER,18,kV0DmgAuCF46RLNhxnRu1poHupgEG0TYzyCDdFdDPu5GrtmE4dMg8toYDQQ_MaBrkCvrOrA43oT0lw
Chicken Deformed#ERM,MASTER,18,UGH8NUB2wWooK_RzngBUm6ocg3SSLv3Vkef4533f-yoTMzt-kNngRmoDbgYhWN0fhNH8EIBYIr_b1g
Fatcat#Drury,MASTER,18,AS9tUgrkswnFEe57TiBqtOZueAf9YsrIWt3FNZ9S8ioNVbbn6wGiFspAEqpu5n9dnz4BPeKzWO4j5g
AEQ Paradox#AEQ,MASTER,18,eql6VCU3WQHI-Y5uI9EzZiLGe7rYt9GZ6cS-OOuHCFCDbI0VLqIQmLI25aJ-N5r5Bdro6bcDdB3lEA
iqpor#iqpor,MASTER,18,MEj8PTFJKlA8h4_vDDkZ1fUHJEtLkUcLTMOX32x4Pli5O4UbSCJaQx1vvCZl9fugh5sK_gZwaYv27g
Ighenvex#NA1,MASTER,18,RFgg6OBurct-w2t1sieVuZ0rb-KXcAAU60XbfCyH8YY8iexMoTTAKFqpC_6fKcOCe2pJfO1e6YKckg
Gohch#0248,MASTER,18,af4c9pRbYQBKtiyjGR4XLANmNp28biHID1SNalIspasVe2z9MwDMHwEsTAbFPfATIxllfJvO5mIypg
luap idranoel#dez,MASTER,18,KmgX3NIQiH2vLsDfjApgD9HFQKyA43fBZknbyWtH2YwqchFTCA1F4HNlKVCM8RwfSFe_llqlYkFriQ
mom stay ground#NA1,MASTER,18,fOyo_bsbNOhVEEh9NBTOA2_D5I5TDtOF3PDPePT9rjP_egfd49xnfXm73zgPoaXacrwYYcbKdF7JUw
xuetica#123,MASTER,18,xCzqymQwTMEgWbojHsl8J58O4HCWMdbOIrvf6sd6rQeZuQiVu0OJQwjm5HB6xyVgqOXhOQvkvI7uRw
Hextech Soul#NA1,MASTER,18,7djQCKkx7mO2ft15ejfo2drUJ5PihO0COS497spu9xiTJHr_fgIp3aql--cui8N1y0c09UxfVtebUA
meenyolk#bby,MASTER,18,gc_rt4aahIFIhd22cWcgwUDF-4-kbs0L0_Z41ALf-RkGFzufO-egCvzJSHlBIIzGP1LkhSTxrSueLw
Savior#0001,MASTER,18,a9HBHMPuMOwVbw1YvQEflUPU-VNEtjjfbB5_jfk7yolYrokxO3K0qMlaSPkWvpu8dbr1yS7fTiP1OQ
yellowfries0609#NA1,MASTER,18,AZYmALZe2P2f2EN_JMvoM80dRy5BuX0brp5dWnbwZuY7KHdLv4qojd4NhvGD5URkLRhefucEixE4Rw
Aelysvm#gyatt,MASTER,18,IyGoOlkSqnEI_j7De4X6L-1t9lWfvxEqTsa3Hqs4S8C5dC6cmGApJjzb7SbhyeRcLNAqrjMP5xZ9rg
CRK Charette#NA1,MASTER,18,YlA-wcQhlDuXbdkl-5h6a2HnhGzuAcMzf5o_s3HfPAxo9iBGpW5DG4gCeNDwNt_wc1-i6bt8k410oA
Ryuuji#umi,MASTER,18,tdaSR4KcKq_RwUJ9fy74a1ocax2eUKoRa-ISpJ4KImWhidqVB5tJtyg3AyIXj-CSEKafPw_PeukVdw
TrickyBAM#NA1,MASTER,18,yF2XJLu3WccTtlnSIporv3XQxDzbucESZuKYCDQXnfBv4YN3odMEvkAfCpyjHtHGokbR986NuS51Iw
Nyne#999,MASTER,18,oXMz4SoyRPZeuUmZLcf3ALhAXExIcEhVoTAX197hnUBbCcrLiWVcvv2z-iktC9wgrtywaHCIpqTS9A
Eglastiaran#NA1,MASTER,18,smXfoNkox1ArKjRGsYxlXi0COLOKMqcfK7pOmNJkNt2SNJcy2kFEGRY0Q9miQZwXaEBKlNINdwbGtg
A Running ATMman#NA1,MASTER,18,dWnzCCLmK1h3Hx23YgINGr7ZTrYVXKGUaMA5EbGu69TFt7hWbvsru8l7UepZmYS79s7jUHP3486esw
Rerolling#MAIN,MASTER,18,-iTTeGYyFQPdGsYUwGbwE5Oy52v3H4Y5Ffc_OkxCsG7U9ixh-f97zdB7xFnGHiakMhnv53KVj9MTZQ
zolofire#NA1,MASTER,18,mJqqxU12RjeOzvxFxagWhUp-BLfLtrIR5xTsN7fi16vbWLUjbQabby9jJ4KobBmvqhpJ1H4LOxkDMQ
财神爷的小心肝#财神驾到,MASTER,18,VWjBbIJZH2IwreCXtNPN7y4BeG_2n41JOiUkO8SrRheFU2UTDdd2eCQZuwVL9DvGkL95f42pCbqtmA
minipekka98#1   2,MASTER,18,VBC3h4sm5ilAEaC1-jnzPntUKW5vxNQnKpk6lCrmxFKGjFM7b7kQMm6wOfGTIOgbcNVgQAWAG21V5Q
Levoria#NA1,MASTER,18,4fQIKozpxUmu0SmR703HnGZ_DUKj4pUd86isNe_ACXJy35-AsRKTCR-4ob4reYnC5dJERTiXu94JYg
jinsoulz#007,MASTER,18,LMYYCTVOkbcE9m4dCspKcsEcT7r6LmqHt0fH4Wb8fnmv2xLz-SeDkseGkxs--RM0ek1nNoSXsS047g
CarScar#NA1,MASTER,18,maZXmO4EbM1wzCBnTCIHb8P02o5Ia-MZBoZ-EqucNIyJEp8whU62z1HHIm6d527zQf2xfsFEsVqU7g
omnomn01#NA1,MASTER,18,AgpO7BkxN_yaoHgYqL4YVqw984-MRX5NUh73g0e5ICiQUo0lYV1ISwThA2gjcBmz_jsDO_v25gFn2Q
Lynski#SPX,MASTER,18,rttqs1AVHprYE9PUCLPmw1FcaTHsD-cQrJxvpx1GWou8v5fksbs39WyK8Mg2hniDbL7RAOmk0_bubA
Last hope#1212,MASTER,18,48DVfaELY3IzAD7bvCqjTad-TBF1LZM2CbtlWw34ulKxBel22OSeaZUeTYAKMQpg9QSjsgWzYsliOw
everlasting woe#sorry,MASTER,18,eWFkwaXZ4v6u5HI7drZcFZZdOtWlOL22M4ksLR4FyR6I-7s27KrJkTrFCZJ1fsC4KPvcYCPS6Z6UoA
Applause#DEFY,MASTER,18,RoR5usdReQGAOxKImsHiEbGMK904_bWkqXixj-KOcIOKW69ZFfqaWuXuYDGji7K7lKvqH6PwyuyIAA
One More Death#0625,MASTER,18,SZ9HJLsgFHQR54EwV3cvkF7nxBRgdCQqBxW-nHw5w4hO55ZlHA3GVqQ1biVtVWmqCTe5TyPm1HR6Kw
PlainPurplePanda#NA1,MASTER,18,01mwWWobee6mooj7H-1tPtStDQ0uyUJX_B7kW0sy2EvSNtwfzMej6O6ge94KGYbBJETXE4sjRh8j2w
Panda dans Lcoma#NA1,MASTER,18,wtxzfhtAUdsyusYMqQu4gMZK6iA9vNIXtLkEbEnQgKDukvmvMre2u1BmHKagMJAoTssWXT_-lfTnYw
Blossom#east,MASTER,18,P6wxJ2_64amyDA4tNbNc6PDHR2WMFb2GgRNeGe7vYLRnn8F3cT0akQYQSrROgk6ksSdB3CSRS0LAVQ
Falls#why,MASTER,18,zp2CHj3DaR-G2H1-LO9YC1gumAhNkSIO8e4Ky0pIzAS6RlUibdqpFLgog215WhKUBI8_vWFMwFhohg
Paku#BLM,MASTER,18,-ADMf571uGVw1OGD26Ezlj3p35LNdkh-NIkSsaBPOI72muUtlEHxAdHVbIwIjfB_qaPj_ISnrkjVBw
backybower123321#NA1,MASTER,18,wX2I4dtGX__78SFWn1fuj2inbC4sjQHOrXECLtX8QDNG099BnTUf3KI4nwSmLEp-RccLpn_Qum68Dg
神奈凛#Evy,MASTER,18,K7YrZElDWPCKPstd0vbEmfIvRnqRRJgAqwWsqifMWISPqORZJ4eeIMwlzxe2g_89Q4Ban-L3RSJ5Cw
Hydr4#4rdyh,MASTER,18,TeqppdXCZ7FPFYt5q3-R1PDY4kzzTNabLLqoB-yrwaxScgKAexyW5wMwuh2gl8X1hUBbOUOFoTszYg
Reapenings#Loser,MASTER,18,TnV_rLcSF0Dyj6rEI-1z06F-WhCYPPr4tzhxksJ8dygCALA2FNjSRZOb4-kRR54-w_-bUHJf1D0WUQ
not sweet#0721,MASTER,18,8O0TxD3vJc-aSccjhqb0rL9uGdFpr9ig2K6ZJCKWVxs4UNEMhHLwVB7dSIYnuOrbArInrSptRfBjPQ
Events#555,MASTER,18,MFEtVHEkmFqaDZz5yQjdCqKj41zAwCODSwv2sB8U7RzEWcOqzD5RjweA9xkf5MBHjlcpia9q4lT7dw
Alana Banana#NA1,MASTER,18,3WvCecFuTIXfTzHY9C5u53SDvetAQR71zWL46gc5EAf2RrI_AvmV6jH5GzXN78A-gBXsjsdIsqXsxg
ApocalypseNuke#NA1,MASTER,18,KXIx4KcUpfpXX2Sd70xooPcUVcoiUZnrMhTOmup1RiFvX3uXCCf53bU_cp_HXwN1BINqKP-e31NrYw
Sebos#NA1,MASTER,18,IhTT3mortWNAJkDDyvL5jenGtrn51E9Bv7ujoFhREuvgNN4h-NH0maM2weiFTHhp1aDd5fqOwZRgNg
narwhal#whale,MASTER,18,ELUOd4CJykCB6PYjd2aOWfJYDPRWbFGChvApqBlWsARJswh79FkYQLmMOag0J5g3XUpIm7Kt1-vI1A
RIZZath#XIZZ,MASTER,18,vdyHMFRGIaNNPExvLQ_-k2z2m89ZVgxQSmJaQ9uR82vDZQBhShmooQsx-hAKjUN3p_HXjvyuDpdFnQ
Muffin#YAP,MASTER,18,SPouiehZOMtMsJ1WcDGWDT82MRUppawalggg1BUj2c8KwJrSLFbBZyfl25K9FQsyVwL0fMET_QDf2w
Nexis#NA1,MASTER,18,gpmIPvt_GSznIL8Suj6FcC9AbZdE2XVopGhMb7O1uTallGDFAV4q5g5fQeBqDQNXeMSD_hIj68h2sg
MEECHOL#NA1,MASTER,18,FkndCqNhy7VVG9-sy7PpmYZ_F9QUOp1nCzmiUdMlCorPFXZGAvNBDUP2JDpv10wTIIJNIL-X_bAe8Q
Oat#Wheat,MASTER,18,GpmxrdYONFT8huouLvjOZvxgboekuxyE215Oq6TBueOa1E_mYq2d-NeLrGNt7x3AWw3lsxtsFpg9Eg
Undyne#ATH,MASTER,17,DvlXmW4gKY8qX-GRV9gahBDMFXiynB_qhdrmWaJDC4_R1Bb77uUTN8a4NEPbWu8TPSSPR4TOYMfQlg
ShleepyHead#NA1,MASTER,17,70FwNYR_67UqK19YI5ajHuOxX_QBTEfM5cfJhZg-JTN9S_MaicXYZUujVM3q5bsflywdWbWJTCj66g
望春風#0124,MASTER,17,L2ecqJV14zkpTMoaBekNzOmKSjZDF5OWoJQ065IPUvbLDXM-49EfJQZxzUdAV7lUNv5yRpTBHFqitg
vulva#NA2,MASTER,17,YLOGOpknLOwaOjrVP-a9Ve8K8tNck4s76it7axjWMWkw5m6uKphqTJeAzHkuxBVdtxOdj-_SJEx97w
i end kings#him,MASTER,17,dJRX7G3Z1ppsnGAKR8GVc41XkyyqGLp_O4NUqGFhjjgWKHaYQcebuHaH-gSm2p-imc6g0co8nNoz7Q
Blueguy256#NA1,MASTER,17,dnWfYsZwRTF5Qil6QL0bi5xql-MIgVr8gndFkAcOYlOnbdJpQxihH4jLe4ym16zmlZAEMF52B1uhbw
Paul231#NA1,MASTER,17,C_mmcwwVvmNREVP3XgGmXEimSntaHFZ0WXh3QdWuc8E_-LNuPHLA7KcCtaM43GUpaXEbwqq0BEcX1g
yuanyuanyayayaya#fancy,MASTER,17,PRFglel_SJxjvaW-rXB9Q-3khdShaeKti8c10Ty8naDMGymHvYFKFiGqI1q6TVlyOYrfeMDTFKuBFQ
Dashzero#Tok1,MASTER,17,brcBZxd_-BIB9BJHqnKFek02us7_I6SmEBpUGxZf43_3VdKp4ptyzFJ12SmSNpBsf7GSWlB4KAB17Q
Diskrypt#REAL,MASTER,17,PyrxDkcXoSrCUhlzBAnsLWNnyjdpLjegcZ0pciNjoDYTRbrjWrips_FFnzoz2rK6jYW4m1InDkK_Fw
Schrödinger#haha,MASTER,17,RKF_RoMZuvZWkxgdTbIgeStklxTquQolS98yqpRxFZNoldDpqb8zmUyvxfMNFcsP7Qqcyyolq5ZRJg
Elven#WORLD,MASTER,17,bq6y_JiEDTHfO7O0rInBdYWolhJQqF9GpkdyLz9Mwek0wDScStnNxdlJVgjjrK1VHcn2VbbCi4azdw
TheGoodsIsma#Goods,MASTER,17,Hn8Jfu0p0SZccFdDFb79TWzkoWFxFJyCsVd_skOc29Ptdrs5KO81eciDJdlx6S_BWgzyggQP_cghhg
HNHE#cam,MASTER,17,2DDoV8zd6Q7TzzWbMH1C86N3R54gJCYYH_nDvN5DrLUTJWC395eDdRgVHtcfIfp10-WKIpH5SoMmEQ
GFÞ#NA1,MASTER,17,CTOA4VDxn4dw4HrqnVEFhJ5aJDefVAxS-XyCxg8HimU8otNCHjTGP2HNgjYzAMJYquR51LipLYP_Wg
Θάνατος#Κήρυκ,MASTER,17,w7lFFfWeV4yhXX-ipJm8UUpeUs3c8WfADUYz1ZrsT7KC_uPxwg12-NWJ56SBUMPk3_nHR0XXPoCvcw
Ramen Bear#NA1,MASTER,17,GJCAWl5HvOFPyyZqM-0Y3yyeQL3GXyn-3U3-DigCKpXUxJ4sXVEm4LEipsrUWTbPR1t_F0nS6upeEw
Nyre#NA1,MASTER,17,5oZVGNBIdksGm7A0HgQ_VfVqdX04VEaOwkR38tINCaHuAAK0E2clfokLBwPVLZ8Am8B2WVy3kGY38w
莓烦恼#886,MASTER,17,oUzUF3q6XnkOhADcscSlCPvZ18rmT0sbbE9IAAVi2KOWm9XmyCbhBh-bri-NdPUx2_oN_YDyYto2sw
winggor#NA1,MASTER,17,qlWMkrcl8gr9ENIxob46AX9iY90F1mhPJcH8lYdfUu_o4JfN2g9sOulV4mvrfJSz-OATk8FKwKNw-Q
Aphelios#好好生活,MASTER,17,j6S_AMda6yJ2sbEXCxmEcidWBx0XkYvRPIy14QChTPMeIMHQHb2-_3uoEBxl4qlvttvIf7JdHSI73A
SuNnFl0WeR#NA1,MASTER,17,N73ZjnXIZut75wcz9DzazCM3-drRKbSSk5LHe9qpN27Lp_npUe7s2icCP5ILMcgHs_jOj3iGFXZebQ
Yusomi#CBT,MASTER,17,y7rwlqx7HZBPUfOw3SN_imP0YDQV7tx7UHP2HU2vD18yDzrAyeunPAfYkFE97v6yt0AOfaXLV-QSNg
Kazehaya#XIII,MASTER,17,A52Cb24aFztD8VbDiP40EWPXP9_BPJWWPv4Vg9BNruUbCbUJglj-IClV24YpGS16mlc6NohxTSlP1Q
망나니도구#1112,MASTER,17,zZitBGFVtfUp7YocQME1uPK2O9X_GKoq9aBAAWwdIhnYsO5FubFzkVt9eBkg3tv23271GXcfaxWi1g
Bruza#00000,MASTER,17,IjlQtQKZjYUbpUOcbmFFRnFaCCjQ8tg4PPJxVxgtEPj3iqh3aGtNeyCV_e4ez8SZQaObbw1RFcfuiw
amanekanatach#NA1,MASTER,17,p7Zb9Xp4vUxRYYCGRsO8-C6B1Jt115hSW_hFzJFISrkKDRSJ3gYrJJo9r5PPVEEoapPxzR5POMNthg
richard kang#adc,MASTER,17,gmrNHLxzpoDZhwEfs-vvoi-2wAKbh9GaiAclZmtGtnmbIOz8GAej405R8T6CkdaycV25Fh5Z4Oi8qg
Mergranlou#broki,MASTER,17,yZ06HTqfZrMewYUNaphFT2vrOiAusRqgdwfE6TdaEMcwJGs1Gj21BcvFfnhTy8kJ2seEEI8CBNE7Fg
Ocallinnan#222,MASTER,17,Q9DBjAT3LlXW3dQ69yIltFbtIVEW2EOt5-Xan2F36cG7z52JaLMvjFvpuBo30x-IvyNReCSfcxgUHg
Jobey#2067,MASTER,17,fEoJHFR2gYoh3ak5Da32nH9UmvEd-LH2QRlpQM79a5CZbiFMW52hf6h5tcCzZIRflS3gmBjJ19smdg
AcePopcorn#ACE,MASTER,17,jmF7TB3B5UtGlkzaCceqHPYcvcyzYY1IfIY4R6IrLJjGS0igALJ-epCap7ZzSMa9oKb8Fr5y3Fv3xA
iKryptix#NA1,MASTER,17,tyIcCxEcemZ0dNKj_G9SIUGL0d5FIniInDgvN8wrKOfwT1GEHB0kzkbVtx4fz3sICJSFemfYrop14Q
beebeeb123#NA1,MASTER,17,8vJEsSY57p3GlJp9ZdgTyoNORPZZ02G_naEMCj_zrqV4Q2p_Tx_znitNpBvkQFZJICo-odaKt2ecsg
Respirit#NA1,MASTER,17,CHLRmtwp0Y5h_rxtkgbkhvbvAWY54GTAWysErqhCtP40MO_bJate-d2Cvbe-pyioGQCGO6F4mDI4OA
GG juiced#NA1,MASTER,17,a_KoTkMkuolfijT5CLtRMTOK5DjqiIQ7m64Pnnk97SvebrD5jb_IUtOlALSnIEsQJ7pP5FK90x53hA
Govas#NA1,MASTER,17,y8FXaq2UVlwYMKmBeGvW3YSfvpyuruSKaUJ2qCT5gADpg83e6ztEr1KpBtygt9oYkIiQnumu4lMtjQ
UF MangoMeat#NA1,MASTER,17,Mmv--neiEOlGcqIXsAGuXRuIUmVTke50BfFU7xD-jU_o5yQyBsn8zd2ZB24PyeQakW9_ECDbpigFuA
LINGZ#NA1,MASTER,17,wjSKD3kJIPG-Q-i4GX0wBEhpT0UOhXEIvNpFTGH9cR-evemsPYp5GVEa_vu5AnV6VYfEFnjLRGfk6w
AosAsleep#NA1,MASTER,17,8YIPXPsTq2Cp-Kgd3YulKa-uvPL2nZKM75vv7_IrF_l2L2WK-qCiwPwWPBshpbRFnJ-dMDwQN7veGA
Janna car#NA1,MASTER,17,9frstH2s9GX48jfej0hWy6WtIBYnENXw3zzwFx8ijh3iYwbeumfNIAZsrkDuJ-lh8RhDWXGdcM3grQ
opchamp123#NA1,MASTER,17,lAr41VF_ihMNJTlIeKc6gh5iaJa9UtDfknrEwpj9vSbz8qR3-P3Jawp8bQyFB7P8aVhZsYZjDK90bw
Karma Warrior#NA1,MASTER,17,GlbP1n72C_58d3h4EIo6RNHut7Px4SFb1eyjVl1eyQh3wiamyFIZ4zLLak7ZgUraJubtYQqEwSUmLw
Kay#tea,MASTER,17,tb50n8VW4lWKu7u4Sqowg1wQQj6hAOgX1bD_yGvVIUEDyrBjrGI1qNg6V-2j14ziKr6qHn-5NyJO3Q
Top or Petete#9417,MASTER,17,XsAY7bKTkEnPqppzrKvq2RG-6KPhhRC0pJH43DfW4XkgQUTg7ZyChnBtPMjhvrxgsohGVVCdY9T-Ow
HOMEBODY#000,MASTER,17,vH-fqrAnm2E2C0UN_Rnxw8Me1_WsryElzNGxoeEIHOv1ziW2GXcntjiTUdFA4GlbYtxrpE6YROd6gQ
Icathian Whisper#NA1,MASTER,17,Afba57FIhrKg6NmHhd73pRdmt93WJfySAkwHbd24JARNV5pdlj62fomrXg3ZCRuiPMkbcjjjtEda2A
CA ms gg#100ms,MASTER,17,UXRkivd_Zgg-J-aNMInsEHEo4GM6tN0aSKlCG-pXFoJovEt8pLNatyfNaQN36j1wDsSwzwTErj7aPg
Boon#IRAQ,MASTER,17,EajwhbagMbDoxzR07bxBSY6L79F7yLuLornIoUF5PtQq59Q_iVRzvz9z8u7L7W13ZV463-ImHaIfaA
prao#qaq,MASTER,17,cyQNVZ-VKzOSg7qOIJPkmQ54tbM9uCn3TahmbNG9jmiSYdKats6Hyc-0mDSGcMGqN4cp-WZESEEIWQ
KR MIDKING#1105,MASTER,17,au3GpRho6m9cTYJYrVtJrKh5OkTsxleYkxYBOheSLs0zprqDw2O2zGyCwgooLZL1cAi6WpDtoeprBg
따봉 티모#6666,MASTER,17,WhMtYoZG_Jlwr-HPuYeNRCIWRa8xyapV3_poQjXN3C-A5OFvm95f_LjEVdzlZK_qVNbrAWbdcPTrtQ
RKBhaal#NA1,MASTER,17,4rsA5MSndMJUgPWdaSM688o8dy8etzYZzp8X2pt2a1VWwXZ8ocdcXvSPtIm7Ri1WFUC7BywUOZS-Yw
Con#46301,MASTER,17,rVSrXILSBECexXhl06fm7NF59fqs_p_K-GfzOYF-eyqJ2eiNTwDKE8-itcsnncTPrqopcmldTAhb8g
Ezreal#BosU,MASTER,17,99luw1jlI7A_UOsaSRzrt-mnV2B2IYMVwud20T9SkQuNP8tpB_fzTx89a2CSJtSyFMrYzamt1rthew
박재훈#0621,MASTER,17,4TlMWGa5me7iV3em0qtyEbkAG6ykoXLW43jU89bjQGIkIsEapFXbV1X5L_-rO0qMhsQ9B7xT-u7P0A
Jaggieman#NA1,MASTER,17,hYU7wvxGxm5GZMpZzTpsdYAB995g01gWcOqi28Vrpw5wgSJZ5NUlN5Uta3ZkYiVm-FvOom-_fu_QLw
lmsfmsdl#NA1,MASTER,17,Z0yFqAnZPlmgFPM8DWdtQGSzleyj9dyHRldVDPMkVwW3l3EPc1-i8G_CuKoJixOkgs_7O89BXjnUKA
Zurrina#UwU,MASTER,17,1J0DDJNBwo-l3v1UsDiLmGD4kN02-SeHa8hOSWv7X1qwKeOcp06k2zoJ2O0nNJfSVYWUN2D920rgAg
Jason#ØØØ,MASTER,17,2JwrhT9dCHdNEDo4x3Y93cxKtDZeML45aW4MRPtaib4xp_Zrd0rpwys1X9Z8TiGYkrSrsdW0py3OQw
Cheeto#00069,MASTER,17,4WiepUiDdLI47t4UlBDcz6JEHfmJvfvq6l0e-NW5yIYVANRq9QvIGsJwUnSWcEerIb_bTGyFGsA28Q
HA PU#1114,MASTER,17,7BFlyLT17BbckxHa4EpZYTyeUxJQda9ue_D2ovNXHkUFFSi4gLsm_DNSMJxAfrk3-fCK-MMgecLOrg
King Viego#Pope,MASTER,17,zWAbuEHFOdZxFZR24G3aZBo28M7uWF5_iraHxnt0dNLHLIhieHor5W6WjYAp7oHpMpcZDUhXRDxIGQ
灰灰纸#草莓牛奶,MASTER,17,nquppSOcXB683S0IvaAWcC1vBqUwLpLXnXWLhNHWe36uHuSZpTpXTppgr_FUZFoUYohMe7xEh4KK9Q
