Tier,Division,Player ID
DIAMOND,I,fQgwqXyfr2_w8Ai74jeIfU-8FeYPeOhmxamveWAZy2eFZEHYRcHtVMRtb_FX1uRUbTcGmAhklK30Ng
DIAMOND,I,ZUYrm_Ed1AySPTr8xR_UQtAmIkT6ZskLR83XVrAJoAJwT7i3gMZvwIIOevY69_SrHLfJkqOSDgdGpA
DIAMOND,I,bufi-iXUTCop6Jis5D-BuyevBXTUKYKjtizmrdGdt2IlsitdR98gKh6d8Wb7nZU0A9Q3zQt3EJNeDQ
DIAMOND,I,lvDI0N152Wl8DaKVvmd_vL6hTOU7Ucq-BkeRpyYgQXiP3jqY5AeLmr_n_AFkz_IgR4s5LtPDvHXseg
DIAMOND,I,RXLKWAlQ9L7fPrb3Mgo9T6Kc2a1uIPbyBx-k1g0Ljk1Rk-5vLET_IbsBoxvt-AmQT-TUX6nh9XCAkQ
DIAMOND,I,00bdNVBvVhxwtV4xxic3sxUhcoBq4UHLT-oGOvRZJ_PIZJZUc7vJqErcNzUsaM_ZC8xcr8-7nilIfA
DIAMOND,I,TCmdgUQ3wSNP1YLb5-1KaW1aUDb29Kf2Z-FFMBMXl5zUsG84u1aLX-rXBmQT-3ZGk896xOjrhtgK0w
DIAMOND,I,fxL4UN3ffbL-hIQ4Y5wO-A_Lndpe7sQ8hqdqbHGrSh2wFe4nRZDaLTq7YIEsnLLNMbc_xhBmB_r2nA
DIAMOND,I,-SMVGEx2fd86W32OduyL3K0J4xmei3A3H8JHDOEpsx53AudORQ8gyvyByuxGziI134n3S54fx_FtmA
DIAMOND,I,APteWvMl3Ze3hftoUlj4oHSZb9aM736DklRBGsWhc18EWGMtIsb8sTM4djeJ7gSuC3RVTjg_O0geIQ
DIAMOND,I,tTfpDDwGUtHjC2N3h3G8qBdRuv4OE2tCIKPfnUNwJ1X8zcVGFanq4ywS8G540_Il_Id4y8MWUh00Yw
DIAMOND,I,q6zxN-NkmnZCb7DNPX_dAdw0TJxvNGQAdUPCU73cRpU5D8I0fRYZs1QR5KMNj9ytj_p8nt_BPA1w5Q
DIAMOND,I,GXD-CDV7W55yA8Qc4PytiuyEr368CznONck1swFDHnSBXXdF9pvPmrqnmkG5Vq6UlZFM1KyKHva9UQ
DIAMOND,I,4AkBt6kK-nrtHLhHvvTNE-J00aE2gqwWD3CmTVKq4Kk5w8rSDOMuHm0MyivlMrnGe6GjyZ5Zj69Ftw
DIAMOND,I,FwbXrF729jPVtv6wslWY1_TY9L69UxDvmEiVHhusSXzY8xX0Q-zvnOxmK7wa13FoWBMo1TxSlyI6TQ
DIAMOND,I,7UT7qaiyQE9MQWfAaoFdFT2aVNA4ATR3ARXfFRnBqDnG8FoaSf_Wl_I9kaNekNY9k3UJI-g0GL82wg
DIAMOND,I,m_CAoVuAOqr2RIX6zoiwsYhx5wxhvFZiOxIjzNiCqoe0_yddjDPKx-G3LNwqL1LQvGxE7oxTzigDKA
DIAMOND,I,2JKiZDPIydBJFeacIk6IlqEnApEaM1Rs0jHYNEliut9xJfD2vY2Vk4tJ226ZSopW3Nm2JzqWCG-PEg
DIAMOND,I,yJ8krIQHR9AbkSNQujE63JD_D0LLVUOCGhN-qJFCmMShF1hZNXNQMUU0x03yRrrdAwrhHbhitxLYcw
DIAMOND,I,zyeqLjyBIzHxet0Kd-yJqIUARFgvmExs41puGKL1Q9OL3x0MZpisBnvEMhYNSJhKCsGThMMCJ7MrzQ
DIAMOND,I,kPnJgNqMLtbrmhK7vUR6rkZJzf1rHeRr9Cl-aG_jgD-sIlte6ruqbS32YKi6_r20L4k6S8gAWzVt6g
DIAMOND,I,Y3Pe6mzPDLgMqchSHJ8t252i3MWXHUNyQdRuwB32eEiGsO3ZrjNZbZvfFdkWNoao757SqM1wVfH0Cw
DIAMOND,I,dPViRrLYYQkVTr8m_Q08XSWCAcm5FPc2YIxi0zRgpKoSLp6lm_DHOPs9DqudIli2UIaciNra5FF7yg
DIAMOND,I,S4tmA83ZezsDHPpGYiwW6eLLi4dhQcky0dQn2uX9O8joKy1TpiHKUL51l1s5NFn8_SCv9w-UpMMadw
DIAMOND,I,9PkQhK8ju3RH7jybMzGgyPXJe_WR9DcZ99aGtatJtRKi5qeDkAOkfsWrXmnCjtsmCft6HGgGRuvm4w
DIAMOND,I,_NXyqT4VCBniefbF8QbeNGP28cfXZj3SZWf33BddZuXYSECEWt7CEHhlWgPpNYSCkVuIRbUKmSRcqw
DIAMOND,I,9QlNl8dc3H9ZbBkZJbSex18iN0FN74C4KFBcLaIEshluu_Cxv3GEYMemgurTwYMdjFtQm7HF5eJIZg
DIAMOND,I,_vHm2hzhuj8g5KuVsvzEQNvCpHe-3klB5E4bRBfZF7SSvpFit8FUfDzFFETJq46e_xydLFXtlytHig
DIAMOND,I,euIAQVXnYbYvCPd9iuuIJt65Z2zbMG1GruBhkLGjV-y5Zr2iJRY6ib-M8YCGL9UrgLE4kwPoQDWjMg
DIAMOND,I,WBiFJjEmH8wlifuxesANGEH5E5fou8w7LpVQ1U_eGSiiNxeMgjcgTj9NhMkM-a47VwZ7A7DzPDEh-g
DIAMOND,I,ys1MLAJ5WQ6jlNI4nm6MejL5eaWZ7RfbCy9yrTX13HS9fZwbZSaLDsQtxGBR1TCqaFb4mrLF2qqkTw
DIAMOND,I,1N7-UfXzyGxPTsXBaB1fB7kCzUFy3XReUo8y3401Nz3ahuhgxJJZHEwVP124fwk9Hug0ZI9NqsYOzA
DIAMOND,I,1P4weCfT6umcHJ5e2dQUbtDONnpn5kfOszlMNWJUbkmi2GoEbHkd0e5ImWP04GIGtOBMFpIjSz8YHA
DIAMOND,I,pfWPr4l8jZ4aXOa4_8rmqtcXNm2tKJk0tjulAk2pghDJTGsJAD9hewf3v8sNBwML9WefrdG-0lFvhA
DIAMOND,I,-czdxi-8VdXGiquyPHiWfI796BGtrrw5PwJ1DAEvy392PNjTGKKo40b2i_49tiwNkTxUW138m6I4Wg
DIAMOND,I,fxqkuicUvTmlfCtjGnKkIbA3GCHXsHt5hyBfvhikpaF2WKVHLbf2fgqU5qmA6GnuE0bVF6dixO07Bw
DIAMOND,I,gdHBAH2leEVj9H5GYMdcpiVqVM0Vm3Usepc6ZGoXuwYbQZA5Yl_laGH79JzrZDyeg2G0TnXf7tmhfg
DIAMOND,I,f5KdM16RR52tXiwSlcZYPgps7Dt4KRytuh6ZlwdbQPlCny5dwQKx_hBYjTAqoso1ApZVpx007ceUBA
DIAMOND,I,cye-a3Oe-aYd_e8N78voTc54gS_oyEfxBDN7dhhYWHwHZoheP7KejpMBBP37r3yNZjp-qEe3sxg8Yw
DIAMOND,I,SXhfoioiGwH8wgMcK-iID4xeaGbAAteBhr9vMwm-sObZBlnBGjK_ziwgXXaphDIXh_NHbqsLa7UD2Q
DIAMOND,I,gln1CfRtyHr32U3meg5ZxVZJgSNGjpOc2Sf2oFh5XhAvraQzA-ZrB4gxwhMCGGGUdAXv-f97BWm98Q
DIAMOND,I,h-kc8mbdALgamvAgcKsSuh6QYftUd5lzEEJToii-rgta2uM4fHlqifgovXWYhks1ZaazG8HjbRQuDw
DIAMOND,I,ewgP2hgTPnpibMCb5j3BkCSz0-Zsgq_0Y7rQng5Ie-s3Ed_71OfzjSjld6FaphZOR9TtH9IBT_Pqag
DIAMOND,I,RINf1FvQZ5ctLqha0wBDFbeT8hNm_xmwzJf1jZ4Z6YgFkVVl2myKOo1eQ3KhchiuUAYsjlZ7O4C98g
DIAMOND,I,LZkX_Ak5LlKM7KTigaO1Zoyh90boAZk4BOtcW4HhvricU7xW1q8TeHl2ifxeNLqKXabANs0Vc4mKRA
DIAMOND,I,LGF24uuxbzlWgTgnQwqeNPiIReXnnxJK1fmxUgWtYb-G7V6VIAgNC8e38FfXDx0NQZXJpgV9-bB-VQ
DIAMOND,I,7ZQ6HH3s7zW7NaBtLFbyXQ9-N1Afawic4xvA6ywJk8P2cq3xCY0S_M0qCxRYnV2aku64jrualSlV_A
DIAMOND,I,OxlQQ-vzh4RJ5jUCTkNy5G0yqZdDxGG6mKu_8E0pjURYyvk_fY__k7ySDwNgDpoYQFh4hBzNGDkn9Q
DIAMOND,I,n918uPf56Esjj6mDc1fBUhsZHUkWNHghsBhuWijHJlhHGR8ojUV4YENmyUzSJgAmOej0eAjOmioimw
DIAMOND,I,OgG7lelu6LSNlMY4bkw41Sw8yk6oFfFv2nlLSAO3T6szMqu4lWQAmJtL5XrKV0rpEqVhSKlXCVZuUw
DIAMOND,I,-_kO3swDMXC3ohRDONEB4Kvw2Yvt30zS3i4xXbJk18eDQoMqFse4sQhYRS0JiQTVCSkHQNqOTWZDAg
DIAMOND,I,nr1Ka3z2JUEkpWQT7ZEhH-JOnYsDkP-OfXyIK4PJ0n6hIyIsrG3sd_xy2WiIlIBei6l8MBGdRi9-2Q
DIAMOND,I,vjn9nowUxb48nGygzR7wXYGEBeLbn6B6JyMhMeu8wba9ggeti0rJNUT598TLoI37-R5Eq-7a_F9i1g
DIAMOND,I,2luC2IVv74I-7u_z5D4FIaXYDgDIV8m9w0JExgJcAALljuK5NIKqNZL1RzyQA0QpUxjvY4BVvQlXgg
DIAMOND,I,-lkWrHPut27iogqfwIViJ_ehss-x8HGcbHfpn8sqAVw37c9ARDSJGD3AZ-F0LcgW54dwPhkpCh81Sg
DIAMOND,I,TBb1nOowpRgpXgoctUBP1mkIH5fuDHHzJln_hbNYS5b9q749fYYFy3-8Cnjk76LVRaGXLV0OAMJivQ
DIAMOND,I,t-cjT6pMP-E1Wg57kg1MaOz5YjodAMoVXSazgjEnL3o6tlANo1wyN8PalJF4oT7V3Ji3CyOKKfyOEQ
DIAMOND,I,hqKs7izONhBEyb0zDdPpxZEfqwacupDt-SEfjqcz7k0Vx__Y_34Ng8cHT4S_YMXAWM6yvo9Cek9SZw
DIAMOND,I,oCUiwuUCYMHcMXApDRjWDdT7_gwcuRrXC9mE83AxZhKDNwvFPAYMw3zHFP-b9CEoUAJcidyOO4jfaw
DIAMOND,I,LllBIYIq43PYNFdBe6tEhm7qcdIXSJzd0AxAchCBj0Oy58_anNZcNjqO9RmC27CTMwZ38IBIuis3mQ
DIAMOND,I,Y-6Phfj7co7bIMn-fqr0ykNb_hLkQQNE97_D1TCcL2iDQ08YNZ2dufak4SUv9UnD6Cx_54YRCPwlCg
DIAMOND,I,kOFxwBJvBIG-2IX7TV8sxWLk1Mk2mdVimIyJsbFAkV6Iu01We7SjN4qjKAjNkoDbWAp1xBrObTAEZQ
DIAMOND,I,-yzECbKhevC9klqBmpMdfFMplqUfesV_IzHZ7uNG6Hj5DQiCWBlFBSrWU35xZdLmKitjqz1w3mSZzw
DIAMOND,I,yEkr5iRhjufv8Hb-eTdymiP9Xd-dmBa3cWowZJLCgkyxr7ONC-5LvmY_SQ4ykMcXxOAVQakgmntghw
DIAMOND,I,0SfxXoDyrdH_GepqYHSki13aJVDWk6vYKNTi6NLBlNQY2xZy8DXlgkfh2NpfUl9s4GFLeZE74k6QPw
DIAMOND,I,wujpzaSCmueOMlse-wN-cFdGybHXZe1pinWL9tyhpR3PVmPhuGTAFGLYc78zNPmTx6ecj3vnZZGZkA
DIAMOND,I,-fWpuIfhTNp8LrO9JmAr02pQn07wZ3koZo7cqnp4oyrkPfnO3aTnt6psOiG-x-sXq36ODuP4u765PA
DIAMOND,I,7yZCw-qzQuAoFmHjWo-FoXZGM39dLgQ_p1mQaOU8RNLgA-R0Dfrev_ZVDKy_kmsW0deeVjayDa8pig
DIAMOND,I,ZlrAI4qCIkeP8EPCcE1JRdLUc5mslgD9datmHh3PR3NMnVvX4RkP-VvWT7UAnVMioge2TXf1T7T4Ng
DIAMOND,I,pS0FrrGknspYX2PyXXbyEn8A1U8hvpq4uK_kX4dSUtfbVl883zcjMV6tG5rRxXbW8YYJ9lJ7ze88HA
DIAMOND,I,7hU1AUCh2EnhvZp_lo7wXaiDRQALMY3TYB5UXTW3TeUv1dkn679LadjaF87jK28wwkUH-Esgbn0GwQ
DIAMOND,I,PPRMaeWSeuHtv60zLpCzagU-XtSxSTQNBtGqEdasGp4CV1dPeZFZxizvqrjt7QFUrKAiYbo_RUY6nw
DIAMOND,I,OcWvO_FdOv1SqI4JOBcWhfBeYFrlKnUQKng1bun7KUamQ28vClNZZ16dCstRiTdmuTT2U--Eg3HLsQ
DIAMOND,I,kQxjCItnxW9r1gtPPQrZxaDS3qoMg8Berm_vtYfWsT-pgP2mJfFPqIMA2AdtbdWy_ZkEq88GftFKZA
DIAMOND,I,sohbj8vqyxzt4JdA0u3LsIwNps1Pz_KKWx2cXg03gIxqvqefTTnRI6EIuUuoQP3FUuC_nrka4XhKiQ
DIAMOND,I,gPh1BsbP6Hg9XyE1R3Js4JcWGv69B2p29XzMA_J0msL2QiTpJiLr3TLmqKPfBKExK_v4CAwxpAW2gw
DIAMOND,I,cZ_MXnvMK3A7R_1vK2WvYEgM55bGTRGEEGQExuhbh5DDu68wQlwKembasdLFJY9Q_2oblMMe1Uu2Dg
DIAMOND,I,bHAdFK0WOolTsEPOzf8bkuzPYBCok9_K982_HSgiWqUB3mB79zuZuT2QJ98ipCoHGP6iwVSdVNBVAw
DIAMOND,I,pB8I1wXdW06aQrgfLWv1rHM9z7Ydl6RHSHiRbX1cw4AKi_DTiiFJjmRyUO7a5FPLpUCQsUt1CNsWEQ
DIAMOND,I,v_vVyQJTXVC4En4V3hUrhVNdaXjuKc77Lr71Xx8MV7xLU6Z-Wa1dKZGqKQ52CMPJ3kzL6slz1JMu6g
DIAMOND,I,4-2ovL08T47gqrDXKoiSk7b5b_Duc379Gui0yKagxdUoIY6A0qqfdJS_9O95zcGBm0q3fNqKvx3j8A
DIAMOND,I,-t8raS11Bu-5nP1ZSoXsb3VGxHnnVhXUAGtRzxpKkcwqnEDiueGMBzlD6ULI2-_4G4selhQaD9Ra4A
DIAMOND,I,Xi1CQGDJv9wCB3QbV9go2ktzoxcS4LNG_VqIgBsxoFH4lFJMtYo2fS2b10feY9wMLO6o8DCQxtrcsg
DIAMOND,I,2APLf7-EIqtf64fbJg4D252WKytNFK8iOXXA2CQpes6hPpfKOiVWoIxm6NBGBAzKEgb7crvevx4N1w
DIAMOND,I,KLEGI1CE1tRqRReYpgNa4i2Se6Ak9FYsWjlKcWGsw7zRhm5sVka0Ct9QbwH-diPVZT9d3yaW00R23w
DIAMOND,I,FvG7drbtE2X_Lo2Q8_EJDlS-zrN3rLkRYlga6lGhJIWWFAPqLGdDe2OyTnI7xb6IBdBGGzjMUqcLUQ
DIAMOND,I,Ynvxx1AAEMHZX00bbg30JpRKBEwdl6KF4_CvPcvNj-10IZEbUxuPdRxd5usMVtJewHxltnKh6XOERA
DIAMOND,I,newS7NmDKdswWcBHoJxvPpmTic6gvcBYoh4yZjGh1skbozc95B6dgh9ogn-vEI9lrJsTnMCgSLB0fg
DIAMOND,I,Pk4PrkJeMMTaR47DP0EbNbC-ibuT_GDl083UNiUqW9h0CJXM73tSBDAVVQbq6R6_43ADd2pQWWtKyg
DIAMOND,I,e46CeWbhVsQG1orivFrNl1szUhpw8FzzDfgEhvEeTsgZ-sb2T57jJ4ih-Qj5g4stwgCT6te9aJ8EMw
DIAMOND,I,6y7opTqZ7AUIdh7yCxV-J9DhrnvczuFeY_ecglqPOqi9g502_ITpY7YPSU34roLso3f5c2iJTwLyqQ
DIAMOND,I,DDzX40DI96Uk72QLu1PK7mdUvXDN4TqQ5Ch9DPk1iYtk2YQUlTN1bW2ND4HDuUKXlDQmVb_Xt2CrUQ
DIAMOND,I,GMW2Mc2QTxRWO9WGEeayc6emgT265NRyug9dop_aBg_bkf0aN-ZICon-tXBqi0WNKwqg_qWhBqj1Cg
DIAMOND,I,Dg8WK6Rv4EkkXU5nd2A-nsWMpDWDC2DNl5zTkC28_vIEW_Oww6nQx6C71RZp2BFyk9Nza6jkb4pzJA
DIAMOND,I,xub4xBzWtNuRc5oOD0NhQKDZ5GRKNFzti7je0CK00BDKbV2IEoVkJQ9tczTGFiFJT2CPYDLrMvUpdw
DIAMOND,I,yjdbjyXlx7OzaOEmSqD3kl6YfoKbkrB1k26KgtcYwOu0BrqWjmFjQw1hvqbazjaV0OSwEi4Rs5d2OA
DIAMOND,I,M1f1-tyaYg7qlQRfR_o5bsbMCXcF85MZXC8y1DmEygQrW4lbroSF-Nult_Zbw9ApOOt2tYt1cNdYUw
DIAMOND,I,OBpreIs1eKG8JAgl_K9P_yK38_Pv_g5uagiFkQ5jKIMZzJKxQtFwQgy-AsNrubBx_5tjJaQrFQErVA
DIAMOND,I,eMQXxWDbyO1UzYWptHvaSm7cR7N9cSUMasMyJ1gon5FSBCida_maAyiKT1wAkvDcUIjfqnGGXKE8tA
DIAMOND,I,tNRH2h9__XARZoROe0VqL13C2jQGN0hgqsUXCiB0H0Y5nGlFU7_Fody7aeodqJzU8RhrNvWO2F1WQA
DIAMOND,I,IebeC-uS6yiXwVZM0ImZIzXMNo8Ek8qcv6yQOQg_cJjPPJX89wf8yYvTFpfZ7WmXf_lFNma8hnMGTQ
DIAMOND,I,ihImV7FA2E_ECkQpk3AHSWkOuxsp_Wx_YumK1QvoCsDIZRqx-0b9NdNBBIt_6V_e_wBjSh4iAWjEKQ
DIAMOND,I,zpQ3RDkfLVZlPqgehXk00LBgJi4eDxeVH7AQbd9vvBiO-XDiNhLWCU_Fq0Q3_OheY1YPvTompLGVow
DIAMOND,I,Hky3ffreTgebKeytpSmYXix1_SLDcuvG76H-a6sOkCkWOk6JQ9c2Td93w5eBDwSl7iozMlEX4YSFyA
DIAMOND,I,O47MVhmA31JU42Byv9qG320VgY2JFeqjcjwBvBwSyLR-3yLJT1Oy8bY_YLffUlwbUKwPzWKjoNT77g
DIAMOND,I,65c-LmcmFcd5krGu2UKT_l6L1XiaUxznixD-cl4z-WLlhGnrR248XE6d9MKay-50evqBd86WXAIa4g
DIAMOND,I,OXzWsVWikdhGC0jsO6QPyAdlbDwsbI8fW9lWXgBsXmtjQ9ztIcWl6UZTkWf_KUkGpPPAKKhOeG0Vow
DIAMOND,I,i0bDXk4Bj9lQem2cXEWoo9vxc-SGqHV8Z3QeHY19l5L--4ZQUzwr0vYgUyCWROnjVnkpyfLUEjWDgw
DIAMOND,I,eHTGU0maSTkJ8V-vsRXiJuZkQS0L9hPqOXex5KKGNRfw1XHhDo4DdJho8D9MU6wmQCsCK7ybtvXD0Q
DIAMOND,I,bi9ViYZFrWl5-LyGrkjU3eYgBXf4PTOMzs5fmZJA-PCaBkicqmhviQXsFLHqe7nDDsZH5l02K_-MIQ
DIAMOND,I,GkMOgMYYbJmkRlPI-jzKw8qA3qInTFHpvi34jjeiFppuCgfQXxhY91g219rypBsWQqACQLkmnb-TXA
DIAMOND,I,BlBlfAPQLz9fS8eGCE4-lr2vJX4Op0VEuQEmwIHHeOiBqonl7GWwCFG50oBVs9e7L9y53PDLpIOEPw
DIAMOND,I,zGGm2jt3MJIi2XTNIFXyEA6HxGMdOSC8Uzmo62um0ReSZ_hdyw3SK0KUlcrz54soYYi6xOZK9mCAOQ
DIAMOND,I,R-C3T0IPqlufFZAWypKbZyvIy8_6AUtVZPuuBhJjobxHIgkT4-eQIeAebcze5-sv0YI-fcz3x4nVTg
DIAMOND,I,k-6AITiK8mFKFyuKkVkM2lLc1tKq_FTn1biIRThWSX8XfY3y_flSKxfuzkcln_NiQbdaQc3t7plP9Q
DIAMOND,I,jbOrjYmqcqXa8YNXi17_p9aVnT4TQyidNUSmZEeBXMaEpIyPZyFqSUru0s_L8MU8ZVnVuYrr0IjxVw
DIAMOND,I,6OxocuzasatUSu0dwdulCA3NNMsCwiy5DsLqd3qUZdNSC4cDbtfsKcA6SZKvN2wRwMTOwjKhoKsmrw
DIAMOND,I,AcRos2H1b6PtHHNApfWOdofvIAQVSMqTaQzE6P7I4_xO80Qw9pSNIYO0xw34mL1NKG4ZfNGJ8-AUDg
DIAMOND,I,DWkU3ixpA9iIAOq6d1IT8gj04XARL4tDmj_zkC1oZfl5hRSohURCvoDFLP0favu99oXhZoEw5TfE_g
DIAMOND,I,5oKT1JacT4XaMsodZNMU0Qz10vj_RFfikkWaKST0PYOMXIxCZ_D7L3i3LSWOidR9QPM2HsNgb-BfXg
DIAMOND,I,oFMq3OFEw1pTFokRKIt1oBquzV6RE9jFEIbNHASFAw1rvDhZcIucloaL4b4nZfE4brpSBFJkkuiaSw
DIAMOND,I,SA4v7aul_b7RkOYvPElpqaPrnjFM2dCDsNM2CW0kVlH94LcBEmQLTrwDtj4ExaBKIfG1ZGPy6vvy9Q
DIAMOND,I,a7lN879X6dTbvAfeVs0LzrFzarvhE1zMC-lLGzjNYFHvQKN7_gUSnz-qhQEyIWkmhTeQ6hamXKNiyQ
DIAMOND,I,T_EutAVJMxeLzSOIhJHRyvK23V5mFRKSrVTvhzDPoRxeYh7lKW1XJ72sjGXgsLe9wITgsgMP5BYqig
DIAMOND,I,HqDBdalwoTZkq8eX5utG6u8GODDY5IjF5CRdTNb4SQGh-xLTvvmkQDMA0ON6nxSOFe3Fkv0YZytN5g
DIAMOND,I,wa9pDVBHHfRZ_r_ts-f7qI9QG5ROfjVQn_1Ex5NdcP5yIFoQfdypbgClbpZo9YM3ZsX00c0ON1kofQ
DIAMOND,I,rPJXCWkKmIr7eUskuo_V0C6-kXiCjht6k1TuJsgb9IRa7SptFvXSyrEEWXux3sZSpg0aW8nZP1F04A
DIAMOND,I,KcY42b_Ll3Q2F-Gyzz8Q9LRYZDinVc93LeRjsYILyWG7albRoh5xj-Q-Sn2r8J810IwMvf55R60NTQ
DIAMOND,I,pNKXOGcLFlL1m8xyasWe-OIZmrMPI-keT__ZP6dMQ7sr_vxYJd9wUtINAY2AStcu_xpWaRoE1w8jhw
DIAMOND,I,YG6S1fylUwLW28QTuEBsYoGVlRUKAfWrjpIA38-JKTPOn7mgoF9jFvuhq4GhpqqSEVOPaW0Anz2RLw
DIAMOND,I,gr7aEmIDVW2m9s3PG5uM73Dp3kRgsW2CHtQILv6VWG4pc_7fv7xsMMN97j3GaKnU6v1ulP6oiCm4Lg
DIAMOND,I,HLeZcqUJs6SdQ4yUwLnqT8hP5elrfG4BcrvNMNZkI__x_AMENDnyoNDA1Gwm_G1ZpX-yXjo37EUR0A
DIAMOND,I,R0ZNDG_IpiAK2MGcDB4EVnYSGY92oQ2RMta_9s-TNG35Yu7yy3-I3uFDCuJWBfZJ5bd8-M_bNtnqKA
DIAMOND,I,8ysWCnsHURlMMYfTf1dNCIxDFJKbrGanbQnUf1Wh1ekJXdTJFhaAhIJxe3pndqQVuJRGEUho3QUWfQ
DIAMOND,I,j8mtPeeV_U7E-AqvLU7um01A4Dd2wy3xiMA-TRI4Gx7bIUP_lgxZ5pAKNHsH0ZSkQ1-xK_RZDPbNsw
DIAMOND,I,C4gvE4ooFUaipOfBQLFItdo6aHnQXlSHDVyypq0hm37IcuMBfC2uEkVmECIQXDM3iG4MbHHDuWtUTQ
