Match ID,Time Stamp(mins),Champion,Skills,Kills,Deaths,Assists,KDA,Level,Experience,Objectives Assisted,Gold Earned,Current Gold,CS,Jungle CS,Vision Score
5102441809,15,K'Sante,"{<Key.Q: 'Q'>: 5, <Key.E: 'E'>: 1, <Key.W: 'W'>: 3, <Key.R: 'R'>: 2}",3,0,1,4.0,12,7973,4,6428,2578,117,0,12
5102441809,20,K'Sante,"{<Key.Q: 'Q'>: 5, <Key.E: 'E'>: 1, <Key.W: 'W'>: 5, <Key.R: 'R'>: 2}",3,2,2,2.5,14,10064,5,8134,684,150,0,12
5097782901,5,K'Sante,"{<Key.Q: 'Q'>: 3, <Key.E: 'E'>: 1, <Key.W: 'W'>: 1}",0,0,0,0.0,6,1983,0,1515,1015,30,0,24
5097782901,10,K'Sante,"{<Key.Q: 'Q'>: 4, <Key.E: 'E'>: 1, <Key.W: 'W'>: 2, <Key.R: 'R'>: 1}",0,0,0,0.0,9,4699,1,3072,122,75,0,24
5097782901,15,K'Sante,"{<Key.Q: 'Q'>: 5, <Key.E: 'E'>: 1, <Key.W: 'W'>: 3, <Key.R: 'R'>: 2}",2,0,0,2.0,12,8356,1,5833,278,125,0,24
5097782901,20,K'Sante,"{<Key.Q: 'Q'>: 5, <Key.E: 'E'>: 2, <Key.W: 'W'>: 5, <Key.R: 'R'>: 2}",4,0,1,5.0,15,11949,1,8972,122,168,0,24
5097782901,25,K'Sante,"{<Key.Q: 'Q'>: 5, <Key.E: 'E'>: 3, <Key.W: 'W'>: 5, <Key.R: 'R'>: 3}",6,0,5,11.0,17,14875,3,11376,1456,180,8,24
5095988546,5,K'Sante,"{<Key.Q: 'Q'>: 3, <Key.E: 'E'>: 1, <Key.W: 'W'>: 1}",1,0,0,1.0,6,2107,0,1634,34,25,0,16
5095988546,10,K'Sante,"{<Key.Q: 'Q'>: 4, <Key.E: 'E'>: 1, <Key.W: 'W'>: 2, <Key.R: 'R'>: 1}",1,0,0,1.0,9,4666,0,3182,1182,61,0,16
5095988546,15,K'Sante,"{<Key.Q: 'Q'>: 5, <Key.E: 'E'>: 1, <Key.W: 'W'>: 3, <Key.R: 'R'>: 2}",3,0,1,4.0,12,8056,3,6088,88,108,0,16
5095988546,20,K'Sante,"{<Key.Q: 'Q'>: 5, <Key.E: 'E'>: 1, <Key.W: 'W'>: 4, <Key.R: 'R'>: 2}",4,2,1,2.5,13,9896,3,7810,1010,146,0,16
5095988546,25,K'Sante,"{<Key.Q: 'Q'>: 5, <Key.E: 'E'>: 2, <Key.W: 'W'>: 5, <Key.R: 'R'>: 2}",5,2,2,3.5,15,12914,3,9944,624,191,4,16
5095988546,30,K'Sante,"{<Key.Q: 'Q'>: 5, <Key.E: 'E'>: 4, <Key.W: 'W'>: 5, <Key.R: 'R'>: 3}",7,2,6,6.5,18,16495,6,12575,1455,214,12,16
4976888202,5,K'Sante,"{<Key.Q: 'Q'>: 3, <Key.E: 'E'>: 1, <Key.W: 'W'>: 1}",0,0,0,0.0,6,1844,0,1287,207,23,0,13
4976888202,10,K'Sante,"{<Key.Q: 'Q'>: 4, <Key.E: 'E'>: 1, <Key.W: 'W'>: 2, <Key.R: 'R'>: 1}",1,1,0,1.0,9,4517,0,2973,1093,58,0,13
4976888202,15,K'Sante,"{<Key.Q: 'Q'>: 5, <Key.E: 'E'>: 1, <Key.W: 'W'>: 3, <Key.R: 'R'>: 1}",1,2,0,0.5,11,6669,0,4265,85,95,0,13
4976888202,20,K'Sante,"{<Key.Q: 'Q'>: 5, <Key.E: 'E'>: 1, <Key.W: 'W'>: 4, <Key.R: 'R'>: 2}",1,3,0,0.3333333333333333,13,9274,1,5986,306,135,4,13
4976870498,5,K'Sante,"{<Key.Q: 'Q'>: 3, <Key.E: 'E'>: 1, <Key.W: 'W'>: 1}",0,0,0,0.0,6,2125,0,1497,997,33,0,11
4976870498,10,K'Sante,"{<Key.Q: 'Q'>: 4, <Key.E: 'E'>: 1, <Key.W: 'W'>: 2, <Key.R: 'R'>: 1}",1,1,2,3.0,9,4720,2,3435,335,75,0,11
4976870498,15,K'Sante,"{<Key.Q: 'Q'>: 5, <Key.E: 'E'>: 1, <Key.W: 'W'>: 3, <Key.R: 'R'>: 2}",1,2,2,1.5,12,7265,3,5282,432,121,0,11
4976870498,20,K'Sante,"{<Key.Q: 'Q'>: 5, <Key.E: 'E'>: 1, <Key.W: 'W'>: 4, <Key.R: 'R'>: 2}",5,4,2,1.75,13,9915,3,8516,866,159,0,11
4976870498,25,K'Sante,"{<Key.Q: 'Q'>: 5, <Key.E: 'E'>: 3, <Key.W: 'W'>: 5, <Key.R: 'R'>: 2}",5,4,2,1.75,16,13493,5,11130,730,216,0,11
4975645075,5,K'Sante,"{<Key.Q: 'Q'>: 3, <Key.E: 'E'>: 1, <Key.W: 'W'>: 1}",0,1,0,0.0,6,1940,0,1443,343,29,0,3
4960953425,5,K'Sante,"{<Key.Q: 'Q'>: 3, <Key.E: 'E'>: 1, <Key.W: 'W'>: 1}",0,0,0,0.0,6,2125,0,1641,1141,38,0,17
4960953425,10,K'Sante,"{<Key.Q: 'Q'>: 4, <Key.E: 'E'>: 1, <Key.W: 'W'>: 2, <Key.R: 'R'>: 1}",0,0,0,0.0,9,4434,0,2989,89,73,0,17
4960953425,15,K'Sante,"{<Key.Q: 'Q'>: 5, <Key.E: 'E'>: 1, <Key.W: 'W'>: 3, <Key.R: 'R'>: 2}",1,1,0,1.0,12,7867,0,5277,777,128,0,17
4960953425,20,K'Sante,"{<Key.Q: 'Q'>: 5, <Key.E: 'E'>: 1, <Key.W: 'W'>: 5, <Key.R: 'R'>: 2}",3,2,0,1.5,14,10571,0,7667,1467,170,0,17
4960126463,5,K'Sante,"{<Key.Q: 'Q'>: 3, <Key.E: 'E'>: 1, <Key.W: 'W'>: 1}",0,0,0,0.0,6,2033,0,1452,952,26,0,9
4960126463,10,K'Sante,"{<Key.Q: 'Q'>: 4, <Key.E: 'E'>: 1, <Key.W: 'W'>: 2, <Key.R: 'R'>: 1}",0,1,0,0.0,9,4559,0,3117,517,68,0,9
4960126463,15,K'Sante,"{<Key.Q: 'Q'>: 5, <Key.E: 'E'>: 1, <Key.W: 'W'>: 3, <Key.R: 'R'>: 2}",1,2,0,0.5,12,7913,0,5366,366,123,0,9
4960126463,20,K'Sante,"{<Key.Q: 'Q'>: 5, <Key.E: 'E'>: 1, <Key.W: 'W'>: 5, <Key.R: 'R'>: 2}",1,4,0,0.25,14,10407,0,6878,878,162,0,9
4958152298,5,K'Sante,"{<Key.Q: 'Q'>: 3, <Key.E: 'E'>: 1, <Key.W: 'W'>: 1}",0,0,0,0.0,6,1940,0,1494,994,29,0,6
4958152298,10,K'Sante,"{<Key.Q: 'Q'>: 4, <Key.E: 'E'>: 1, <Key.W: 'W'>: 2, <Key.R: 'R'>: 1}",2,1,2,4.0,9,4713,0,3925,1025,66,0,6
4948485507,5,K'Sante,"{<Key.Q: 'Q'>: 3, <Key.W: 'W'>: 1, <Key.E: 'E'>: 1}",0,0,0,0.0,6,1942,0,1487,987,31,0,17
4948485507,10,K'Sante,"{<Key.Q: 'Q'>: 4, <Key.W: 'W'>: 2, <Key.E: 'E'>: 1, <Key.R: 'R'>: 1}",2,1,0,2.0,9,4670,0,3518,918,72,0,17
4948485507,15,K'Sante,"{<Key.Q: 'Q'>: 5, <Key.W: 'W'>: 3, <Key.E: 'E'>: 1, <Key.R: 'R'>: 1}",3,2,0,1.5,11,6913,0,5331,1131,105,0,17
4948485507,20,K'Sante,"{<Key.Q: 'Q'>: 5, <Key.W: 'W'>: 4, <Key.E: 'E'>: 1, <Key.R: 'R'>: 2}",4,2,2,3.0,13,9322,0,7228,423,145,0,17
4948485507,25,K'Sante,"{<Key.Q: 'Q'>: 5, <Key.W: 'W'>: 5, <Key.E: 'E'>: 2, <Key.R: 'R'>: 2}",6,2,7,6.5,15,12163,1,9453,1443,181,3,17
4917336169,5,K'Sante,"{<Key.Q: 'Q'>: 3, <Key.E: 'E'>: 1, <Key.W: 'W'>: 1}",0,0,0,0.0,6,1786,0,1415,915,26,0,24
4917336169,10,K'Sante,"{<Key.Q: 'Q'>: 4, <Key.E: 'E'>: 1, <Key.W: 'W'>: 2, <Key.R: 'R'>: 1}",1,1,1,2.0,9,4474,0,3183,163,62,0,24
4917336169,15,K'Sante,"{<Key.Q: 'Q'>: 5, <Key.E: 'E'>: 1, <Key.W: 'W'>: 3, <Key.R: 'R'>: 1}",3,2,1,2.0,11,6882,0,5526,506,101,0,24
4917336169,20,K'Sante,"{<Key.Q: 'Q'>: 5, <Key.E: 'E'>: 1, <Key.W: 'W'>: 4, <Key.R: 'R'>: 2}",5,4,2,1.75,13,9845,0,7740,1120,132,0,24
4917336169,25,K'Sante,"{<Key.Q: 'Q'>: 5, <Key.E: 'E'>: 2, <Key.W: 'W'>: 5, <Key.R: 'R'>: 2}",6,4,2,2.0,15,12104,0,9564,334,169,0,24
4917336169,30,K'Sante,"{<Key.Q: 'Q'>: 5, <Key.E: 'E'>: 3, <Key.W: 'W'>: 5, <Key.R: 'R'>: 2}",6,5,2,1.6,16,14546,0,11946,316,213,0,24
4911611421,5,K'Sante,"{<Key.Q: 'Q'>: 3, <Key.E: 'E'>: 1, <Key.W: 'W'>: 1}",0,0,0,0.0,6,2125,0,1683,1183,40,0,11
4911611421,10,K'Sante,"{<Key.Q: 'Q'>: 4, <Key.E: 'E'>: 1, <Key.W: 'W'>: 2, <Key.R: 'R'>: 1}",1,0,1,2.0,9,4497,0,3571,1271,75,0,11
4911611421,15,K'Sante,"{<Key.Q: 'Q'>: 5, <Key.E: 'E'>: 1, <Key.W: 'W'>: 3, <Key.R: 'R'>: 2}",2,1,3,5.0,12,7365,0,5681,181,97,0,11
4911611421,20,K'Sante,"{<Key.Q: 'Q'>: 5, <Key.E: 'E'>: 2, <Key.W: 'W'>: 5, <Key.R: 'R'>: 2}",7,1,5,12.0,15,11460,4,9731,111,143,0,11
4908036437,5,K'Sante,"{<Key.Q: 'Q'>: 3, <Key.E: 'E'>: 1, <Key.W: 'W'>: 1}",1,0,0,1.0,6,1782,0,1773,573,29,0,31
4908036437,10,K'Sante,"{<Key.Q: 'Q'>: 4, <Key.E: 'E'>: 1, <Key.W: 'W'>: 2, <Key.R: 'R'>: 1}",2,0,1,3.0,9,4464,1,3449,529,60,0,31
4908036437,15,K'Sante,"{<Key.Q: 'Q'>: 5, <Key.E: 'E'>: 1, <Key.W: 'W'>: 3, <Key.R: 'R'>: 2}",5,0,2,7.0,12,8415,1,6994,1169,106,0,31
4908036437,20,K'Sante,"{<Key.Q: 'Q'>: 5, <Key.E: 'E'>: 1, <Key.W: 'W'>: 5, <Key.R: 'R'>: 2}",6,2,5,5.5,14,10391,1,8766,391,129,4,31
4908036437,25,K'Sante,"{<Key.Q: 'Q'>: 5, <Key.E: 'E'>: 3, <Key.W: 'W'>: 5, <Key.R: 'R'>: 2}",6,3,9,5.0,16,13032,1,10364,130,165,4,31
4908036437,30,K'Sante,"{<Key.Q: 'Q'>: 5, <Key.E: 'E'>: 3, <Key.W: 'W'>: 5, <Key.R: 'R'>: 3}",6,3,13,6.333333333333333,17,15180,1,11654,320,186,4,31
4904103660,5,K'Sante,"{<Key.Q: 'Q'>: 3, <Key.E: 'E'>: 1, <Key.W: 'W'>: 1}",0,0,0,0.0,6,1819,0,1266,366,19,0,16
4904103660,10,K'Sante,"{<Key.Q: 'Q'>: 4, <Key.E: 'E'>: 1, <Key.W: 'W'>: 2, <Key.R: 'R'>: 1}",0,1,0,0.0,9,4525,0,2640,640,59,0,16
4904103660,15,K'Sante,"{<Key.Q: 'Q'>: 5, <Key.E: 'E'>: 1, <Key.W: 'W'>: 3, <Key.R: 'R'>: 1}",0,2,0,0.0,11,6873,0,3909,509,91,0,16
4904103660,20,K'Sante,"{<Key.Q: 'Q'>: 5, <Key.E: 'E'>: 1, <Key.W: 'W'>: 4, <Key.R: 'R'>: 2}",0,4,2,0.5,13,9844,0,5882,682,138,0,16
4904103660,25,K'Sante,"{<Key.Q: 'Q'>: 5, <Key.E: 'E'>: 2, <Key.W: 'W'>: 5, <Key.R: 'R'>: 2}",1,4,2,0.75,15,12396,0,8355,605,182,0,16
4901508288,5,K'Sante,"{<Key.Q: 'Q'>: 3, <Key.E: 'E'>: 1, <Key.W: 'W'>: 1}",0,1,0,0.0,6,1849,0,1490,840,31,0,13
4901508288,10,K'Sante,"{<Key.Q: 'Q'>: 5, <Key.E: 'E'>: 1, <Key.W: 'W'>: 2, <Key.R: 'R'>: 1}",1,1,0,1.0,10,5081,0,3407,757,80,0,13
4901508288,15,K'Sante,"{<Key.Q: 'Q'>: 5, <Key.E: 'E'>: 1, <Key.W: 'W'>: 3, <Key.R: 'R'>: 1}",1,3,1,0.6666666666666666,11,7120,0,4898,703,111,0,13
4901508288,20,K'Sante,"{<Key.Q: 'Q'>: 5, <Key.E: 'E'>: 1, <Key.W: 'W'>: 4, <Key.R: 'R'>: 2}",1,3,3,1.3333333333333333,13,9405,0,6506,1011,146,0,13
4894658615,5,K'Sante,"{<Key.Q: 'Q'>: 2, <Key.E: 'E'>: 1, <Key.W: 'W'>: 1}",1,0,0,1.0,5,1703,0,1677,1177,19,0,22
4894658615,10,K'Sante,"{<Key.Q: 'Q'>: 5, <Key.E: 'E'>: 1, <Key.W: 'W'>: 2, <Key.R: 'R'>: 1}",2,0,0,2.0,10,5236,0,3853,1153,67,0,22
4894658615,15,K'Sante,"{<Key.Q: 'Q'>: 5, <Key.E: 'E'>: 1, <Key.W: 'W'>: 3, <Key.R: 'R'>: 2}",3,1,0,3.0,12,8077,0,5486,286,102,0,22
4894658615,20,K'Sante,"{<Key.Q: 'Q'>: 5, <Key.E: 'E'>: 2, <Key.W: 'W'>: 5, <Key.R: 'R'>: 2}",5,2,2,3.5,15,12295,1,8532,527,153,4,22
4894658615,25,K'Sante,"{<Key.Q: 'Q'>: 5, <Key.E: 'E'>: 3, <Key.W: 'W'>: 5, <Key.R: 'R'>: 3}",6,2,3,4.5,17,15290,1,10866,2362,204,4,22
4894658615,30,K'Sante,"{<Key.Q: 'Q'>: 5, <Key.E: 'E'>: 4, <Key.W: 'W'>: 5, <Key.R: 'R'>: 3}",6,2,6,6.0,18,18170,1,12473,849,228,4,22
4892191149,5,K'Sante,"{<Key.Q: 'Q'>: 3, <Key.E: 'E'>: 1, <Key.W: 'W'>: 1}",0,0,0,0.0,6,2094,0,1641,1141,38,0,12
4892191149,10,K'Sante,"{<Key.Q: 'Q'>: 5, <Key.E: 'E'>: 1, <Key.W: 'W'>: 2, <Key.R: 'R'>: 1}",0,0,0,0.0,10,5082,0,3368,1768,92,0,12
4892191149,15,K'Sante,"{<Key.Q: 'Q'>: 5, <Key.E: 'E'>: 1, <Key.W: 'W'>: 3, <Key.R: 'R'>: 2}",2,1,0,2.0,12,8265,1,6662,1662,142,0,12
4892153296,5,K'Sante,"{<Key.Q: 'Q'>: 3, <Key.E: 'E'>: 1, <Key.W: 'W'>: 1}",0,0,0,0.0,6,1973,0,1473,973,27,0,16
4892153296,10,K'Sante,"{<Key.Q: 'Q'>: 5, <Key.E: 'E'>: 1, <Key.W: 'W'>: 2, <Key.R: 'R'>: 1}",1,0,0,1.0,10,5244,0,3621,721,74,0,16
4892153296,15,K'Sante,"{<Key.Q: 'Q'>: 5, <Key.E: 'E'>: 1, <Key.W: 'W'>: 3, <Key.R: 'R'>: 2}",1,1,0,1.0,12,8025,0,5465,360,124,0,16
4892153296,20,K'Sante,"{<Key.Q: 'Q'>: 5, <Key.E: 'E'>: 1, <Key.W: 'W'>: 5, <Key.R: 'R'>: 2}",3,1,1,4.0,14,10669,1,7863,338,170,0,16
4892153296,25,K'Sante,"{<Key.Q: 'Q'>: 5, <Key.E: 'E'>: 3, <Key.W: 'W'>: 5, <Key.R: 'R'>: 2}",4,1,2,6.0,16,13719,1,10255,1525,205,0,16
4892114136,5,K'Sante,"{<Key.Q: 'Q'>: 3, <Key.E: 'E'>: 1, <Key.W: 'W'>: 1}",0,0,1,1.0,6,1822,0,1609,109,27,0,16
4892114136,10,K'Sante,"{<Key.Q: 'Q'>: 4, <Key.E: 'E'>: 1, <Key.W: 'W'>: 2, <Key.R: 'R'>: 1}",1,1,1,2.0,9,4625,0,3516,316,71,0,16
4892114136,15,K'Sante,"{<Key.Q: 'Q'>: 5, <Key.E: 'E'>: 1, <Key.W: 'W'>: 3, <Key.R: 'R'>: 2}",2,1,1,3.0,12,8298,0,5960,260,130,0,16
4892114136,20,K'Sante,"{<Key.Q: 'Q'>: 5, <Key.E: 'E'>: 1, <Key.W: 'W'>: 5, <Key.R: 'R'>: 2}",2,2,1,1.5,14,10396,1,8080,375,169,0,16
4892114136,25,K'Sante,"{<Key.Q: 'Q'>: 5, <Key.E: 'E'>: 3, <Key.W: 'W'>: 5, <Key.R: 'R'>: 2}",3,2,2,2.5,16,14651,2,10924,1520,229,0,16
4891833626,5,K'Sante,"{<Key.Q: 'Q'>: 3, <Key.E: 'E'>: 1, <Key.W: 'W'>: 1}",0,0,0,0.0,6,2003,0,1620,1120,36,0,5
4891833626,10,K'Sante,"{<Key.Q: 'Q'>: 5, <Key.E: 'E'>: 1, <Key.W: 'W'>: 2, <Key.R: 'R'>: 1}",0,0,0,0.0,10,5112,0,3374,1074,91,0,5
4874040564,5,K'Sante,"{<Key.Q: 'Q'>: 3, <Key.E: 'E'>: 1, <Key.W: 'W'>: 1}",0,0,0,0.0,6,1972,0,1525,1025,30,0,30
4874040564,10,K'Sante,"{<Key.Q: 'Q'>: 4, <Key.E: 'E'>: 1, <Key.W: 'W'>: 2, <Key.R: 'R'>: 1}",0,1,0,0.0,9,4279,0,2882,182,66,0,30
4874040564,15,K'Sante,"{<Key.Q: 'Q'>: 5, <Key.E: 'E'>: 1, <Key.W: 'W'>: 3, <Key.R: 'R'>: 1}",1,2,0,0.5,11,6974,0,4996,266,111,0,30
4874040564,20,K'Sante,"{<Key.Q: 'Q'>: 5, <Key.E: 'E'>: 1, <Key.W: 'W'>: 5, <Key.R: 'R'>: 2}",1,2,0,0.5,14,10114,0,6990,760,164,4,30
4874040564,25,K'Sante,"{<Key.Q: 'Q'>: 5, <Key.E: 'E'>: 3, <Key.W: 'W'>: 5, <Key.R: 'R'>: 2}",2,2,1,1.5,16,13337,0,9341,256,213,4,30
4874040564,30,K'Sante,"{<Key.Q: 'Q'>: 5, <Key.E: 'E'>: 4, <Key.W: 'W'>: 5, <Key.R: 'R'>: 3}",3,3,4,2.3333333333333335,18,16827,0,11665,331,247,4,30
4870219255,5,K'Sante,"{<Key.Q: 'Q'>: 3, <Key.E: 'E'>: 1, <Key.W: 'W'>: 1}",0,1,0,0.0,6,2033,0,1536,1036,31,0,22
4870219255,10,K'Sante,"{<Key.Q: 'Q'>: 5, <Key.E: 'E'>: 1, <Key.W: 'W'>: 2, <Key.R: 'R'>: 1}",2,1,1,3.0,10,5091,0,3893,1593,79,0,22
4870219255,15,K'Sante,"{<Key.Q: 'Q'>: 5, <Key.E: 'E'>: 1, <Key.W: 'W'>: 3, <Key.R: 'R'>: 2}",3,3,1,1.3333333333333333,12,7746,0,5984,489,122,0,22
4870219255,20,K'Sante,"{<Key.Q: 'Q'>: 5, <Key.E: 'E'>: 1, <Key.W: 'W'>: 5, <Key.R: 'R'>: 2}",4,5,1,1.0,14,10420,0,7832,1137,162,0,22
4870219255,25,K'Sante,"{<Key.Q: 'Q'>: 5, <Key.E: 'E'>: 3, <Key.W: 'W'>: 5, <Key.R: 'R'>: 2}",8,5,3,2.2,16,13405,0,11691,2896,204,0,22
4870193973,5,K'Sante,"{<Key.Q: 'Q'>: 3, <Key.E: 'E'>: 1, <Key.W: 'W'>: 1}",1,0,0,1.0,6,2299,0,1913,1413,37,0,18
4870193973,10,K'Sante,"{<Key.Q: 'Q'>: 4, <Key.E: 'E'>: 1, <Key.W: 'W'>: 2, <Key.R: 'R'>: 1}",3,0,0,3.0,9,4832,0,4150,150,68,0,18
4862035462,5,K'Sante,"{<Key.Q: 'Q'>: 3, <Key.E: 'E'>: 1, <Key.W: 'W'>: 1}",0,0,0,0.0,6,2125,0,1534,1034,30,0,12
4862035462,10,K'Sante,"{<Key.Q: 'Q'>: 4, <Key.E: 'E'>: 1, <Key.W: 'W'>: 2, <Key.R: 'R'>: 1}",1,0,0,1.0,9,4909,0,3416,1116,77,0,12
4862035462,15,K'Sante,"{<Key.Q: 'Q'>: 5, <Key.E: 'E'>: 1, <Key.W: 'W'>: 3, <Key.R: 'R'>: 2}",2,0,3,5.0,12,8158,1,6436,1041,125,0,12
4862035462,20,K'Sante,"{<Key.Q: 'Q'>: 5, <Key.E: 'E'>: 1, <Key.W: 'W'>: 5, <Key.R: 'R'>: 2}",3,0,4,7.0,14,11326,1,8793,1198,173,10,12
