Match ID,Time Stamp(mins),Champion,Items,Skills,Kills,Deaths,Assists,KDA,Level,Experience,Objectives Assisted,Gold Earned,Current Gold,CS,Jungle CS,Vision Score
5184744191,10,Volibear,"[""Doran's Ring"", 'Stealth Ward', 'Ionian Boots of Lucidity', 'Blasting Wand', 'Catalyst of Aeons']","{<Key.E: 'E'>: 1, <Key.Q: 'Q'>: 3, <Key.W: 'W'>: 3, <Key.R: 'R'>: 1}",2,2,1,1.5,9,4854,0,3990,440,74,0,23
5184744191,15,Volibear,"[""Doran's Ring"", 'Stealth Ward', 'Ionian Boots of Lucidity', 'Rod of Ages', 'Cloak of Agility']","{<Key.E: 'E'>: 1, <Key.Q: 'Q'>: 5, <Key.W: 'W'>: 3, <Key.R: 'R'>: 2}",2,2,2,2.0,12,7579,1,6436,1836,126,0,23
5184744191,20,Volibear,"['Stealth Ward', 'Ionian Boots of Lucidity', 'Rod of Ages', 'Navori Flickerblade', 'Unending Despair', 'Ruby Crystal', 'Rejuvenation Bead']","{<Key.E: 'E'>: 2, <Key.Q: 'Q'>: 5, <Key.W: 'W'>: 5, <Key.R: 'R'>: 2}",5,3,2,2.3333333333333335,15,11735,2,10091,96,178,4,23
5184744191,25,Volibear,"['Stealth Ward', 'Ionian Boots of Lucidity', 'Rod of Ages', 'Navori Flickerblade', 'Unending Despair', 'Ruby Crystal', 'Rejuvenation Bead']","{<Key.E: 'E'>: 3, <Key.Q: 'Q'>: 5, <Key.W: 'W'>: 5, <Key.R: 'R'>: 2}",5,5,3,1.6,16,14691,4,11487,1493,201,4,23
5184744191,30,Volibear,"['Stealth Ward', 'Rod of Ages', 'Navori Flickerblade', 'Unending Despair', 'Spirit Visage', ""Mercury's Treads"", 'Amplifying Tome']","{<Key.E: 'E'>: 4, <Key.Q: 'Q'>: 5, <Key.W: 'W'>: 5, <Key.R: 'R'>: 3}",9,6,4,2.1666666666666665,18,18357,4,15309,2240,231,8,23
5184662585,5,Kennen,"['Cull', 'Stealth Ward']","{<Key.Q: 'Q'>: 2, <Key.W: 'W'>: 2, <Key.E: 'E'>: 1}",0,0,1,1.0,6,1916,0,1479,979,17,0,35
5184662585,10,Kennen,"['Cull', 'Stealth Ward', 'Ruby Crystal', 'Amplifying Tome', 'Amplifying Tome']","{<Key.Q: 'Q'>: 3, <Key.W: 'W'>: 3, <Key.E: 'E'>: 1, <Key.R: 'R'>: 1}",1,0,3,4.0,9,4742,1,3480,1780,52,0,35
5184662585,15,Kennen,"['Cull', 'Stealth Ward', ""Liandry's Torment"", 'Needlessly Large Rod']","{<Key.Q: 'Q'>: 4, <Key.W: 'W'>: 4, <Key.E: 'E'>: 1, <Key.R: 'R'>: 2}",1,0,4,5.0,12,8137,1,5538,763,93,0,35
5184662585,20,Kennen,"['Stealth Ward', ""Liandry's Torment"", 'Needlessly Large Rod', ""Sorcerer's Shoes"", 'Hextech Alternator']","{<Key.Q: 'Q'>: 5, <Key.W: 'W'>: 5, <Key.E: 'E'>: 1, <Key.R: 'R'>: 2}",2,2,4,3.0,14,10136,1,7361,791,119,0,35
5184662585,25,Kennen,"[""Liandry's Torment"", ""Sorcerer's Shoes"", 'Shadowflame', 'Oracle Lens']","{<Key.Q: 'Q'>: 5, <Key.W: 'W'>: 5, <Key.E: 'E'>: 1, <Key.R: 'R'>: 2}",2,3,5,2.3333333333333335,14,11376,1,8495,1025,132,4,35
5184662585,30,Kennen,"[""Liandry's Torment"", ""Sorcerer's Shoes"", 'Shadowflame', 'Oracle Lens', 'Void Staff', 'Amplifying Tome']","{<Key.Q: 'Q'>: 5, <Key.W: 'W'>: 5, <Key.E: 'E'>: 3, <Key.R: 'R'>: 2}",2,5,6,1.6,16,14236,1,11125,255,170,4,35
5184662585,35,Kennen,"[""Liandry's Torment"", ""Sorcerer's Shoes"", 'Shadowflame', 'Oracle Lens', 'Void Staff', 'Hextech Rocketbelt']","{<Key.Q: 'Q'>: 5, <Key.W: 'W'>: 5, <Key.E: 'E'>: 4, <Key.R: 'R'>: 3}",3,6,6,1.5,18,17169,1,13241,166,215,4,35
5181934818,5,Renekton,"[""Doran's Shield"", 'Stealth Ward', 'Long Sword', 'Boots']","{<Key.E: 'E'>: 1, <Key.Q: 'Q'>: 2, <Key.W: 'W'>: 1}",0,1,0,0.0,5,1511,0,1284,134,17,0,19
5181934818,10,Renekton,"[""Doran's Shield"", 'Stealth Ward', 'Phage', 'Tiamat', 'Dagger']","{<Key.E: 'E'>: 2, <Key.Q: 'Q'>: 4, <Key.W: 'W'>: 1, <Key.R: 'R'>: 1}",2,2,0,1.0,9,4390,0,3397,47,54,0,19
5181898399,5,Darius,"[""Doran's Shield"", 'Stealth Ward', 'Long Sword', 'Null-Magic Mantle']","{<Key.Q: 'Q'>: 3, <Key.E: 'E'>: 1, <Key.W: 'W'>: 1}",0,0,1,1.0,6,1927,0,1629,379,29,0,29
5181898399,10,Darius,"['Stealth Ward', 'Null-Magic Mantle', 'Phage']","{<Key.Q: 'Q'>: 5, <Key.E: 'E'>: 2, <Key.W: 'W'>: 1, <Key.R: 'R'>: 1}",3,1,1,4.0,10,5093,0,4039,2214,73,0,29
5181873440,5,Darius,"[""Doran's Blade"", 'Stealth Ward', 'Ruby Crystal', 'Long Sword', 'Dagger']","{<Key.W: 'W'>: 1, <Key.Q: 'Q'>: 3, <Key.E: 'E'>: 1}",1,2,0,0.5,6,2021,0,1821,321,31,0,13
5181873440,10,Darius,"[""Doran's Blade"", 'Stealth Ward', 'Dagger', 'Phage', 'Boots', 'Tiamat']","{<Key.W: 'W'>: 1, <Key.Q: 'Q'>: 4, <Key.E: 'E'>: 2, <Key.R: 'R'>: 1}",3,5,0,0.6,9,4300,0,3782,432,60,0,13
5181873440,15,Darius,"['Stealth Ward', 'Boots', 'Ruby Crystal', 'Stridebreaker', 'Ruby Crystal', 'Glowing Mote']","{<Key.W: 'W'>: 1, <Key.Q: 'Q'>: 5, <Key.E: 'E'>: 3, <Key.R: 'R'>: 1}",3,6,2,0.8333333333333334,11,6361,0,5219,249,93,0,13
5181873440,20,Darius,"['Stealth Ward', 'Ruby Crystal', 'Stridebreaker', 'Boots of Swiftness', 'Tunneler', ""Caulfield's Warhammer""]","{<Key.W: 'W'>: 1, <Key.Q: 'Q'>: 5, <Key.E: 'E'>: 4, <Key.R: 'R'>: 2}",4,8,4,1.0,13,9758,1,7649,429,141,0,13
5181873440,25,Darius,"['Stealth Ward', 'Stridebreaker', 'Boots of Swiftness', 'Sundered Sky', 'Negatron Cloak', 'Ruby Crystal', 'Null-Magic Mantle']","{<Key.W: 'W'>: 2, <Key.Q: 'Q'>: 5, <Key.E: 'E'>: 5, <Key.R: 'R'>: 2}",5,10,6,1.1,15,12034,1,9760,390,169,0,13
5181873440,30,Darius,"['Stealth Ward', 'Stridebreaker', 'Boots of Swiftness', 'Sundered Sky', 'Kaenic Rookern']","{<Key.W: 'W'>: 3, <Key.Q: 'Q'>: 5, <Key.E: 'E'>: 5, <Key.R: 'R'>: 2}",5,12,8,1.0833333333333333,16,13408,1,10806,182,180,0,13
5181299367,5,Galio,"[""Doran's Ring"", 'Stealth Ward', 'Dark Seal', 'Amplifying Tome']","{<Key.E: 'E'>: 1, <Key.W: 'W'>: 1, <Key.Q: 'Q'>: 3}",1,1,0,1.0,6,1935,0,1732,482,23,0,16
5181299367,10,Galio,"[""Doran's Ring"", 'Stealth Ward', 'Dark Seal', 'Hextech Alternator', 'Boots', 'Needlessly Large Rod']","{<Key.E: 'E'>: 1, <Key.W: 'W'>: 1, <Key.Q: 'Q'>: 4, <Key.R: 'R'>: 1}",4,2,2,3.0,8,3883,0,4603,1153,44,0,16
5181299367,15,Galio,"[""Doran's Ring"", 'Stealth Ward', 'Dark Seal', 'Boots', 'Needlessly Large Rod', 'Stormsurge', 'Amplifying Tome']","{<Key.E: 'E'>: 1, <Key.W: 'W'>: 2, <Key.Q: 'Q'>: 5, <Key.R: 'R'>: 1}",5,4,2,1.75,10,5686,0,6620,970,79,0,16
5181299367,20,Galio,"['Stealth Ward', 'Dark Seal', 'Boots', 'Needlessly Large Rod', 'Stormsurge', 'Amplifying Tome', 'Needlessly Large Rod']","{<Key.E: 'E'>: 1, <Key.W: 'W'>: 3, <Key.Q: 'Q'>: 5, <Key.R: 'R'>: 2}",6,5,3,1.8,12,7549,0,8529,1834,115,0,16
5181299367,25,Galio,"['Dark Seal', 'Stormsurge', 'Amplifying Tome', ""Rabadon's Deathcap"", 'Oracle Lens', ""Sorcerer's Shoes"", 'Amplifying Tome']","{<Key.E: 'E'>: 1, <Key.W: 'W'>: 4, <Key.Q: 'Q'>: 5, <Key.R: 'R'>: 2}",8,5,4,2.4,13,9797,0,10092,922,126,0,16
5181299367,30,Galio,"['Dark Seal', 'Stormsurge', ""Rabadon's Deathcap"", 'Oracle Lens', ""Sorcerer's Shoes"", 'Shadowflame']","{<Key.E: 'E'>: 2, <Key.W: 'W'>: 5, <Key.Q: 'Q'>: 5, <Key.R: 'R'>: 2}",8,5,5,2.6,15,12036,2,11665,91,143,2,16
5181259709,5,Varus,"['Cull', 'Stealth Ward', 'Dagger', 'Boots']","{<Key.E: 'E'>: 1, <Key.W: 'W'>: 2, <Key.Q: 'Q'>: 1}",0,1,1,1.0,5,1524,0,1499,449,21,0,16
5181259709,10,Varus,"['Cull', 'Stealth Ward', 'Boots', 'Recurve Bow', 'Vampiric Scepter']","{<Key.E: 'E'>: 1, <Key.W: 'W'>: 4, <Key.Q: 'Q'>: 1, <Key.R: 'R'>: 1}",0,3,2,0.6666666666666666,8,3710,0,3005,605,55,0,16
5181232812,5,Rumble,"[""Doran's Ring"", 'Stealth Ward']","{<Key.E: 'E'>: 1, <Key.Q: 'Q'>: 3, <Key.W: 'W'>: 1}",0,0,0,0.0,6,2125,0,1438,938,26,0,14
5181232812,10,Rumble,"[""Doran's Ring"", 'Stealth Ward', 'Boots of Swiftness', 'Haunting Guise', 'Amplifying Tome']","{<Key.E: 'E'>: 2, <Key.Q: 'Q'>: 4, <Key.W: 'W'>: 1, <Key.R: 'R'>: 1}",1,0,1,2.0,9,4774,0,3353,153,63,0,14
5181232812,15,Rumble,"[""Doran's Ring"", 'Stealth Ward', 'Boots of Swiftness', ""Liandry's Torment""]","{<Key.E: 'E'>: 3, <Key.Q: 'Q'>: 5, <Key.W: 'W'>: 1, <Key.R: 'R'>: 2}",1,0,1,2.0,12,7794,0,5157,657,116,0,14
5181232812,20,Rumble,"[""Doran's Ring"", 'Stealth Ward', 'Boots of Swiftness', ""Liandry's Torment"", 'Fiendish Codex', 'Haunting Guise']","{<Key.E: 'E'>: 5, <Key.Q: 'Q'>: 5, <Key.W: 'W'>: 1, <Key.R: 'R'>: 2}",1,1,2,3.0,14,10533,0,7036,386,156,0,14
5181190772,5,Ambessa,"[""Doran's Blade"", 'Stealth Ward', 'Long Sword', 'Long Sword']","{<Key.W: 'W'>: 1, <Key.Q: 'Q'>: 3, <Key.E: 'E'>: 1}",0,0,0,0.0,6,1848,0,1347,147,21,0,22
5181190772,10,Ambessa,"[""Doran's Blade"", 'Stealth Ward', ""Caulfield's Warhammer"", 'Long Sword', 'Boots']","{<Key.W: 'W'>: 1, <Key.Q: 'Q'>: 4, <Key.E: 'E'>: 2, <Key.R: 'R'>: 1}",0,1,0,0.0,9,4969,0,3036,836,72,0,22
5181190772,15,Ambessa,"[""Doran's Blade"", 'Stealth Ward', 'Boots', 'Eclipse', 'Pickaxe', 'Ruby Crystal']","{<Key.W: 'W'>: 1, <Key.Q: 'Q'>: 5, <Key.E: 'E'>: 3, <Key.R: 'R'>: 2}",3,3,0,1.0,12,7800,0,5421,46,95,0,22
5181155586,5,Riven,"[""Doran's Blade"", 'Stealth Ward', 'Long Sword', 'Long Sword', 'Long Sword', 'Boots']","{<Key.Q: 'Q'>: 3, <Key.E: 'E'>: 1, <Key.W: 'W'>: 1}",1,1,1,2.0,6,2136,0,2004,154,26,0,11
5181155586,10,Riven,"[""Doran's Blade"", 'Stealth Ward', 'Boots', 'Eclipse']","{<Key.Q: 'Q'>: 4, <Key.E: 'E'>: 2, <Key.W: 'W'>: 1, <Key.R: 'R'>: 1}",4,2,1,2.5,9,4641,0,3884,184,51,0,11
5181155586,15,Riven,"[""Doran's Blade"", 'Stealth Ward', 'Boots', 'Eclipse', 'Ruby Crystal', 'Tunneler', 'Long Sword']","{<Key.Q: 'Q'>: 5, <Key.E: 'E'>: 3, <Key.W: 'W'>: 1, <Key.R: 'R'>: 2}",5,3,1,2.0,12,7419,0,6122,522,97,0,11
5181155586,20,Riven,"[""Doran's Blade"", 'Stealth Ward', 'Boots', 'Eclipse', 'Sundered Sky', ""Executioner's Calling"", 'Ruby Crystal']","{<Key.Q: 'Q'>: 5, <Key.E: 'E'>: 4, <Key.W: 'W'>: 1, <Key.R: 'R'>: 2}",6,4,3,2.25,13,9663,2,8137,127,124,0,11
5181155586,25,Riven,"[""Doran's Blade"", 'Stealth Ward', 'Eclipse', 'Sundered Sky', ""Executioner's Calling"", 'Plated Steelcaps', 'Steel Sigil']","{<Key.Q: 'Q'>: 5, <Key.E: 'E'>: 5, <Key.W: 'W'>: 3, <Key.R: 'R'>: 2}",7,5,4,2.2,16,13789,3,10962,1233,167,0,11
5180114175,5,Lillia,"['Scorchclaw Pup', 'Stealth Ward', 'Dark Seal', 'Fated Ashes']","{<Key.Q: 'Q'>: 2, <Key.W: 'W'>: 1, <Key.E: 'E'>: 1}",1,0,1,2.0,5,1484,0,2061,311,3,24,21
5180114175,10,Lillia,"['Scorchclaw Pup', 'Stealth Ward', 'Dark Seal', 'Fated Ashes', 'Haunting Guise', 'Amplifying Tome']","{<Key.Q: 'Q'>: 3, <Key.W: 'W'>: 1, <Key.E: 'E'>: 1, <Key.R: 'R'>: 1}",4,1,1,5.0,7,2845,0,4082,632,10,36,21
5180114175,15,Lillia,"['Scorchclaw Pup', 'Dark Seal', ""Liandry's Torment"", 'Oblivion Orb', 'Oracle Lens', 'Ionian Boots of Lucidity']","{<Key.Q: 'Q'>: 5, <Key.W: 'W'>: 1, <Key.E: 'E'>: 2, <Key.R: 'R'>: 1}",5,3,1,2.0,10,5504,0,5911,661,15,69,21
5180114175,20,Lillia,"['Dark Seal', ""Liandry's Torment"", 'Oblivion Orb', 'Oracle Lens', 'Ionian Boots of Lucidity', 'Haunting Guise']","{<Key.Q: 'Q'>: 5, <Key.W: 'W'>: 1, <Key.E: 'E'>: 3, <Key.R: 'R'>: 2}",6,4,6,3.0,12,8436,0,8259,1699,21,95,21
5180114175,25,Lillia,"['Dark Seal', ""Liandry's Torment"", 'Oblivion Orb', 'Oracle Lens', 'Ionian Boots of Lucidity', 'Riftmaker', 'Amplifying Tome']","{<Key.Q: 'Q'>: 5, <Key.W: 'W'>: 1, <Key.E: 'E'>: 5, <Key.R: 'R'>: 2}",6,5,8,2.8,14,11119,0,9803,1044,32,123,21
5180114175,30,Lillia,"[""Liandry's Torment"", 'Oracle Lens', 'Ionian Boots of Lucidity', 'Riftmaker', ""Zhonya's Hourglass"", 'Amplifying Tome']","{<Key.Q: 'Q'>: 5, <Key.W: 'W'>: 3, <Key.E: 'E'>: 5, <Key.R: 'R'>: 2}",7,7,10,2.4285714285714284,16,14328,1,12070,201,32,157,21
5180114175,35,Lillia,"[""Liandry's Torment"", 'Oracle Lens', 'Ionian Boots of Lucidity', 'Riftmaker', ""Zhonya's Hourglass"", 'Amplifying Tome']","{<Key.Q: 'Q'>: 5, <Key.W: 'W'>: 3, <Key.E: 'E'>: 5, <Key.R: 'R'>: 3}",8,8,10,2.25,17,15829,1,13343,1469,38,165,21
5180114175,40,Lillia,"[""Liandry's Torment"", 'Oracle Lens', 'Ionian Boots of Lucidity', 'Riftmaker', ""Zhonya's Hourglass"", 'Cryptbloom']","{<Key.Q: 'Q'>: 5, <Key.W: 'W'>: 4, <Key.E: 'E'>: 5, <Key.R: 'R'>: 3}",9,9,13,2.4444444444444446,18,18212,2,15139,815,60,170,21
5180097144,5,Rumble,"[""Doran's Ring"", 'Stealth Ward', 'Amplifying Tome', 'Amplifying Tome']","{<Key.E: 'E'>: 1, <Key.Q: 'Q'>: 2, <Key.W: 'W'>: 1}",0,1,2,2.0,5,1680,0,1447,147,17,0,5
5180097144,10,Rumble,"[""Doran's Ring"", 'Stealth Ward', 'Amplifying Tome', 'Amplifying Tome', 'Ruby Crystal', 'Boots of Swiftness']","{<Key.E: 'E'>: 2, <Key.Q: 'Q'>: 4, <Key.W: 'W'>: 1, <Key.R: 'R'>: 1}",2,4,2,1.0,9,4285,0,3446,746,48,0,5
5179654887,5,Rengar,"['Scorchclaw Pup', 'Long Sword', 'Long Sword', 'Oracle Lens']","{<Key.Q: 'Q'>: 2, <Key.W: 'W'>: 1, <Key.E: 'E'>: 1}",0,0,0,0.0,5,1354,0,1458,303,1,23,18
5179654887,10,Rengar,"['Scorchclaw Pup', 'Oracle Lens', 'Serrated Dirk', 'Tiamat']","{<Key.Q: 'Q'>: 4, <Key.W: 'W'>: 1, <Key.E: 'E'>: 1, <Key.R: 'R'>: 1}",2,2,4,3.0,8,3455,2,3862,1202,5,49,18
5179654887,15,Rengar,"['Scorchclaw Pup', 'Serrated Dirk', 'Profane Hydra']","{<Key.Q: 'Q'>: 5, <Key.W: 'W'>: 1, <Key.E: 'E'>: 2, <Key.R: 'R'>: 1}",2,3,5,2.3333333333333335,10,5713,4,5644,974,15,74,18
